Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
"TAZO Tea Herbal Tea, Caffeine-Free, Wild Sweet Orange, Tea Bags",$5.19,$5.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c064137c-bc9b-4b71-bc4e-7bae95d5631a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e25eed7-9793-4eb9-83d5-f81678c2c424.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7819353f-10be-4782-b52d-131584a6ff72.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6fd0505-4037-4aba-a0a7-41b5e6fe7f44.jpg 4x","Tazo Wild Sweet Orange Herbal Tea Bags Are Blended With A Mouth-Watering Infusion Of Lemongrass, Blackberry Leaves, Rose Hips, Spearmint Leaves, Orange Peel, Tangy Hibiscus, Orange Essence, And Licorice Root. This Unsweetened Herbal Tea Is Blended With The Perfect Combination Of Herbs And Citrus To Make The Best Cup Of Tea. With 20 Individually-Wrapped Herbal Tea Bags To Preserve The Freshness You Love In Every Box, You Can Enjoy This Caffeine-Free Tea Any Time Of Day! Add One Tazo Wild Sweet Orange Tea Bag To A Cup, Top It Up With Hot Water, And Let It Brew For 5 Minutes To Release The Bright Flavor Inside. Enjoy Our Wild Orange Herbal Tea Hot For An Invigorating Flavor Or Cold For A Spot Of Cool Refreshment. Plus, These Citrus-Forward Tea Bags Use Tea Leaves And Ingredients That Are Non-Gmo Project Verified, Created Without Generic Engineering. At Tazo, We’Re Serious Tea Lovers, And We Believe Each Cup Of Tea Should Add A Little Joy To Your Day. That’S Why We Sought Out Delicious Spices And Botanicals To Craft Bright And Refreshing Wild Sweet Orange Tea Bags To Delight Your Tastebuds. Our Tea Experts Are Meticulous About Blending Because It Lets Us Create Unique Taste Profiles That Challenge The Status Quo Of The Tea Industry. Try This Bright And Flavorful Tazo Wild Sweet Orange Herbal Tea To Discover For Yourself What We Mean.","Lemongrass, Blackberry Leaves, Citric Acid, Rose Hips, Spearmint Leaves, Turmeric (for Color), Riboflavin (for Color), Orange Peel, Hibiscus Flowers, Natural Flavor, Rose Petals, Natural Orange Essence, Ginger Root, Licorice Root, Licorice Extract.","For Best Brewing: 212 Degrees F: Bring fresh water to a boil. 8 fl oz: Pour water over the tea bag in a cup. 5 Mins: Let it brew. Wait patiently for perfection. Based on herbal tea brewed with freshly boiled water for 5 minutes (no milk, no sugar), an 8 fl oz cup typically contains insignificant amounts of calories, fats, carbohydrates, sugars, protein and sodium.",Not Applicable.,,
Guayakí Organic Lemon Elation Yerba Mate,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d82e59b6-70c6-4b94-bdde-00dfbf050ccb.png 4x,"Lemon Elation provides a sensation of elation – yerba mate accented with lemon, ginger, and elderflower. At Guayaki, we are about much more than just mate: we believe that yerba mate culture is an invitation to life. The regeneration of the planet is the heart of our business model. Everytime you purchase Guayaki you are creating a positive global impact that we call Market Driven Regeneration, which is the driving force behind everything we do.","Purified water, organic cane sugar*, organic roasted yerba mate*, organic brewed roasted yerba mate and elder flower (purified water, organic yerba mate*, organic elder flower), organic ginger juice, organic lemon juice concentrate, citric acid, organic caffeine. *Fair trade ingredient","Shake gently.,Serve chilled.","Not recommended for children, pregnant/breastfeeding women, or individuals sensitive to caffeine.",Gluten Free,
Celestial Seasonings Sleepytime Caffeine Free Herbal Tea,$6.39,$7.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_65239807-128b-4272-9a57-8f97a9d269ef.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a5505b14-d3b8-4b2d-9682-62132012b0f5.png 4x","A Tasteful Heritage,The story of Celestial Seasonings® starts back in 1969. We started out picking fresh herbs from the fields and forests of the Rocky Mountains and carefully blending them to create uniquely delicious teas. Today, we offer more than 100 different varieties made with no artificial flavors, colors or preservatives—just the very best herbs, teas, spices and botanicals, always blended with care.,Blended with Care from Seed to Sip,Responsible Sourcing,We purchase most of our ingredients directly from the farming communities that grow them.,Quality Ingredients,We blend our teas from the finest ingredients, with no artificial flavors, colors or preservatives.,Sustainable Packaging,We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year.,Blendmaster's Notes,""This most beloved of herbal teas gets its comforting aroma and perfectly balanced flavor from a blend of soothing herbs, including delicate chamomile, cool spearmint and fresh lemongrass. Wind down your day with Sleepytime tea!"",—Charlie Baden, Celestial Seasonings Blendmaster","Chamomile, Spearmint, Lemongrass, Tilia Flowers, Blackberry Leaves, Orange Blossoms, Hawthorn And Rosebuds.",Hot Tea by the Cup (always pour boiled water into heat-resistant cup) pour freshly boiled water over one tea bag. Steep 4 to 6 minutes and remove tea bag. Sweeten if desired.,,Gluten Free,
Bigelow Sweet Dreams Herb Tea Bags,$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ebeccea1-87f2-4390-a7b0-5a7164c85b31.jpeg 4x,"Our classic blend of sweet chamomile and soothing mint help to provide a comforting cup of relaxation. Wishing you the sweetest of dreams. Caffeine Free.,• Relaxing Blend of comforting chamomile and soothing mint,• Caffeine free, Gluten–free, Non-GMO, Kosher Parve, Kosher for Passover,• 20 Tea bags, individually wrapped in foil pouches for peak flavor, freshness and aroma,• Each Ingredient has been carefully selected by the Bigelow Family to deliver an uncompromised quality tea experience","Chamomile, Hibiscus, Peppermint Leaves, Rose Blossoms, Spearmint Leaves, Spice, Orange Blossoms","Be sure to start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 4 minutes (or whatever time you like), remove bag. For Iced Tea by the Glass: Steep a little longer. Pour over ice.",,Gluten Free,
Bigelow Sweet Dreams Herb Tea Bags,$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ebeccea1-87f2-4390-a7b0-5a7164c85b31.jpeg 4x,"Our classic blend of sweet chamomile and soothing mint help to provide a comforting cup of relaxation. Wishing you the sweetest of dreams. Caffeine Free.,• Relaxing Blend of comforting chamomile and soothing mint,• Caffeine free, Gluten–free, Non-GMO, Kosher Parve, Kosher for Passover,• 20 Tea bags, individually wrapped in foil pouches for peak flavor, freshness and aroma,• Each Ingredient has been carefully selected by the Bigelow Family to deliver an uncompromised quality tea experience","Chamomile, Hibiscus, Peppermint Leaves, Rose Blossoms, Spearmint Leaves, Spice, Orange Blossoms","Be sure to start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 4 minutes (or whatever time you like), remove bag. For Iced Tea by the Glass: Steep a little longer. Pour over ice.",,Gluten Free,
Pure Leaf Raspberry Iced Tea,,$10.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4a041997-ef94-41d3-a300-c95b8aa91597.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7181ae73-c938-48fb-9695-8bd0f7678a81.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d09c7d95-d5f3-4045-80b4-c01202be9196.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0e03666-26d7-4531-8154-38c570158cb1.png 4x","At Pure Leaf, no is at the heart of mastering tea. We say no to artificial flavors, no to tea powders and concentrate, and no to anything that doesn't make our iced tea better. Let's say no to the things that don't matter - in tea and in life - so we can say yes to more things that do.,• Brewed from real tea leaves picked at their freshest, never from powder or concentrate,• No artificial sweeteners or added color,• Raspberry flavor,• Includes six 16.9 oz bottles","Brewed Black Tea*, Sugar, Citric Acid, Natural Flavor, Citrus Pectin.",Refrigerate after opening.,,,
Gold Peak Sweetened Green Iced Tea Drink,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0255dd80-3fcf-4453-9a9c-54fbd042d286.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ca757c65-acaf-4112-95f9-a89c6c42d540.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_27365812-bd03-4b2c-869c-007ede2a649a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0a7cb5ba-6a5e-4b04-a26a-b5eb93d42937.jpg 4x","Gold Peak is real brewed tea made from tea leaves picked for peak taste - enjoy Gold Peak Green Tea made with high quality green tea leaves. Perfect for the whole family, these convenient bottles let you take real brewed tea wherever you go.,Whether it’s a picnic in the park, watching the game, or a backyard barbeque, get that delicious fresh brewed flavor with every sip. Gold Peak Green Tea is a zero-calorie tea that uses pure filtered water uses cane sugar and pure filtered water for a difference you can taste.,Gold Peak has a variety of real brewed flavors that pair marvelously with any occasion, from unplanned get-togethers, to holiday traditions. And the fresh flavor makes any meal feel like home cooking, whether it’s lunch on-the-go or family takeout night, Gold Peak’s real taste will match those real moments.,There’s a variety of Gold Peak Teas to choose from, whether you like zero-sugar teas, sweetened real brewed teas or unsweetened real brewed tea options. We have a collection of classic flavors like Gold Peak Lemon Tea, Gold Peak Green Tea and Gold Peak Lemonade Tea and even offer refreshing flavors that are available nationally, like California Raspberry Tea and Georgia Peach Tea.,Real Brewed. Real Tea. Real Good.,• Gold Peak Real Brewed Extra Sweet Black Tea,• High quality tea leaves make for a flavor so refreshing you’ll swear it was homemade,• Sweetened with real cane sugar for a deliciously real brewed sweet green tea,• 18.5 fl oz bottle of Gold Peak Green Tea,• Enjoy the taste of Gold Peak Real Brewed Tea in a variety of flavors","Brewed Tea (filtered Water, Green Tea Leaves), Cane Sugar, Natural Flavors, Citric Acid, Ascorbic Acid (to Protect Color)",Refrigerate after opening.,,,
"Bigelow Green Tea, Pomegranate",$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a2a1d13c-1e8f-4858-9928-da6713176633.jpeg 4x,"Family tea blenders since 1945. 20 tea bags individually wrapped in foil pouches. Freshness stays in. Air and moisture stay out. Settling Is Not an Option: Our time honored tradition of tea blending delivers a superior flavor that is smooth and delicate without any bitterness. Our family's recipe combines hand-picked tea leaves, harvested at their peak with years of expertise and craftsmanship. Quality ingredients and unprecedented skill takes our green tea to a level beyond compare-one sip, and you will taste the difference. - The Bigelow family. Cindi Bigelow - CEO & President, 3rd generation visiting tea gardens. Protected in Foil: To maintain the integrity of our carefully selected ingredients, we wrap each tea bag in a foil pouch to ensure the fullest. Flavor, freshness and aroma. Our Family is Proud of Our Recipe: Each ingredient below has been carefully selected by the Bigelow family to deliver an uncompromised tea experience. Green tea leaves harvested at their peak are expertly blended with a touch of pomegranate. Tart, sweet, yet smooth and well-rounded, this lively tea will please your palate and invigorate your senses. Proud to be: Zero-landfill company. Green-e: Made with 100% certified renewable energy. Our tea bags are compostable. Our folding cartons are recyclable. Certified B Corporation. Simply doing the right thing. This certification recognizes our commitment to the highest standards of social and environmental impact.","Green Tea, Apple, Hibiscus, Natural Pomegranate Flavors With Other Natural Flavors (soy Lecithin), Rose Hips, Licorice Root, Pomegranate Peel",{},,Gluten Free,
"Stash Lemon Ginger Vitality Herbal Tea, Caffeine Free",,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_125c5284-65e1-47a8-8145-ad885095f895.png 4x,"A harmonious fusion of tangy lemon and spicy ginger. Non GMO Project verified. nongmoproject.org. New look. Same great taste. Estd. 1972. Explore our world of tea. Welcome to our world of tea. We know tea is your catalyst for strength, comfort, energy, and moments of serenity - it is for us too. That's why it's our life's work to share the joy of tea with the world. We believe tea should do more than just satisfy - it should take you on a flavorful journey. Tea is in our soul, and we exist to share that bliss with you in every cup. We aren't just makers of tea, we're tea people. stashtea.com. Certified B Corporation: We're proud to be part of a community that believes in the power of business for good. More at stashtea.com/bcorp. Open to bring your taste buds to life. Brighten your mood and awaken your taste buds with this soothing blend of tangy, sunny citrus and the lingering warmth of ginger. Sit back and enjoy some much-needed relaxation with this uplifting blend. Open. Sip. Smile. Repeat. This box is recyclable and printed with environmentally-friendly vegetable-based inks. All of our teas are made with quality ingredients, are Kosher certified, and gluten-free. Blended and packed by Stash Tea Company.","Ginger Root, Lemongrass, Natural Lemon Flavor, Hibiscus, Citric Acid, Safflower, Natural Ginger Flavor","Brew at: 3-5 min. 190-210 degrees F, 88-99 degrees C. 8 fl oz, 240 ml. For iced tea, use double the tea bags.,Open to bring your taste buds to life.",,Gluten Free,
"AriZona Sweet Tea, Southern Style",$1.19,$1.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d5c95fad-3741-41c0-a770-bfb838ca5130.jpeg 4x,Real brewed. Original brand. 100% natural. No preservatives. No artificial flavor. No artificial color. For more information about AriZona call 1-800-832-3775. Visit us at www.drinkarizona.com. AriZona: An American company.,"Premium Brewed Blend Of Black Teas Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Citric Acid, Natural Flavors.",Shake well. Refrigerate after opening.,,,
