Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free
"GT's Living Foods Raw Kombucha, Lemonade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70f9a59f-92cd-419d-aeed-31b97033a507.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9195c9ed-c18c-49fd-b861-430ea47ba1fa.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bbed7405-f41c-45bf-878d-3d8ceb91c2f2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0a8a6a8e-e87d-4687-89a3-3490b67184e3.png 4x",,,"Organic & unpasteurized. Per Bottle at time of bottling: Probiotics bacillus coagulans GBI-306086: 1 billion organisms, S. boulardii: 4 billion organisms, Lactobacillus Bacterium: 4 billion organisms, L(+) Lactic Acid: 100 mg, Acetic Acid: 75 mg, Glucoronic Acid: 1400 mg, Gluconic Acid: 650 mg. Organic & unpasteurized. Gluten-free. Vegan. Certified by Organic Certifiers, Inc. Aminos + polyphenols. Enzymes + probiotics. Raw. 25 years young: In 1995, I began bottling Kombucha as a teenager is my parents kitchen after witnessing my mother consume it religiously during her battle with breast cancer. Her experiencing inspired my purpose: to introduce this sacred brew to the U.S. in its purest, most potent form for all those seeking better health. Over two decades later, my mission remains stronger than ever to offer the best Kombucha you can find. - GT Dave, Founder. Celebrating 25 years of authentic kombucha. History of lemonade Born: 1996. Inspired by GT's favorite Vitamin C packet, this flavor was originally named vitamin enriched citrus, then renamed citrus in 2003, and finally Lemonade in 2014. How has Gt's Kombucha changed your life? What is Kombucha? Once known as the tea of immortality, kombucha is a fermented drink. with origins dating back to 221 BC. This ancient elixir is traditionally crafted with a sweetened tea base and a live kombucha culture (scoby). During fermentation, the scoby transforms the tea into a bright, tangy, and naturally effervescent beverage with billions of living probiotics to support digestive and immune health. gtslivingfoods.com. Tell us your story. Contact us toll-free: 877.735.8423. Please recycle.","Gt's Kombucha* (kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Lemon Juice*, *organically Produced",Do not shake. Swirl gently.,"Please Note: Kombucha is a fermented tea that has naturally occurring alcohol .Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs. If you are pregnant or breast feeding, please consult with your healthcare professional before consuming our products.",
"GT's Living Foods Raw Kombucha, Living in Gratitude",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a1baf00-ab9a-4614-8631-8990a5ecc259.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_15c60ab9-ad02-4342-919e-d8c540aff9fd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_83043e4c-57b7-40b0-a9cd-8ea60c7b0739.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_65c52c66-3c4c-4c98-8729-1b508e4a9d32.png 4x",,,"Fall Edition Raw kombucha with apple, turmeric, carrot, spices. Per Bottle at Time of Bottling: Probiotics bacillus coagulans GBI-306086: 1 billion organisms, S. Bourlardii: 4 billion organisms, Lactobacilli Bacterium: 4 billion organisms, L (+) Lactic Acid: 100 mg, Acetic Acid: 75mg, Glucuronic Acid: 1400 mg, Gluconic Acid: 650 mg. USDA Organic. Certified Organic by Organic Certifiers, Inc. Sunrise. Hugs. Everyday. Quiet. The earth. Friends. Family. Freedom. Love. Seeds. Blossoms. Breath. Animals. Rain. Our Lives Grow with Gratitude: Kombucha is our daily act of gratitude dedicated to helping people live happier, healthier lives. Each day, we are thankful for the opportunity to craft this sacred gift. May every sip encourage you to appreciate your blessings and give kindness back in return. With peace and gratitude - GT Dave. When we root ourselves in gratitude, our joy grows and blossoms. It reaches up and branches out until a forest blankest the earth and fills the whole sky. GTsLivingFoods.com. Facebook. Instagram. Twitter. Contact us: Toll-Free: 877-735-8423. Share Your Gratitude: Post a photo with any (at)GTsKombucha bottle and (hashtag)LivingInGratitude. For each post, GT's will donate 10 meals to those in need via Feeding America, the nation's largest organization dedicated to fighting domestic hunger through a network of food banks. For more info, Visit GTsLivingFoods.com. Please recycle.","GT Kombucha (Organically Produced) (Kombucha Culture [Organically Produced], Black Tea [Organically Produced], Green Tea [Organically Produced], Kiwi Juice [Organically Produced]), Fresh Pressed Pink Lady Apple Juice (Organically Produced), Fresh Pressed Turmeric Juice (Organically Produced), Fresh Pressed Carrot Juice (Organically Produced), Cider Spices (Organically Produced), and 100% Pure Love!",Keep refrigerated - Naturally effervescent. May leak or burst if unrefrigerated. Store upright. Do not shake. Swirl gently.,"Please not: Kombucha is fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs.",
"GT's Living Foods Kombucha, Raw, Pink Lady Apple",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ad2dbb13-29a3-4077-b886-1908f5ede24a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_adfaac73-544a-463a-9ac2-d7326ed0b23d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2232a7e2-e095-4642-8404-4041fec33bc6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb19ebfa-c035-48f1-809d-faf1211d053a.png 4x",,,"Organic & unpasteurized. USDA Organic. Certified Organic by Organic Certifiers, Inc. Gluten-free. Vegan. Non GMO Project verified. nongmoproject.org. Aminos + polyphenols. Enzymes + probiotics. Renew. Rebalance. Rebuild. Reclaim. Rekindle. Recharge. 25 Years Young: In 1995, I began bottling Kombucha as a teenager in my parent's kitchen after witnessing my mother consume it religiously during her battle with breast cancer. Her experience inspired my purpose: to introduce this sacred brew to the US in its purest, most potent form for all those seeking better health. Over two decades later, my mission remains stronger than ever to offer the best kombucha you can find. - GT Dave, Founder. Naturally effervescent. May leak or burst if unrefrigerated. Living food for the living body. Celebrating 25 years of authentic kombucha. History of Pink Lady Apple: Born: 2018. The fans asked and GT listened. Receiving countless requests for an apple offering, GT crafted this fall favorite and specifically chose Pink Lady for its deliciously crisp quality. What is kombucha? Once known as the tea of immortality, kombucha is a fermented drink with origins back to 221 BC. This ancient elixir is traditionally crafted with a sweetened tea base and a live kombucha culture (SCOBY). During fermentation, the SCOBY transforms the tea into a bright, tangy and naturally effervescent beverage with billions of living probiotics to support digestive and immune health. gtslivingfoods.com. Contact us: Toll free: (877) 735-8423; info(at)gtslivingfoods.com; gtslivingfoods.com. How has GT's Kombucha changed your life? Tell us your story at 25th(at)drinkgts.com. Please recycle.","Gt's Kombucha* (kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice *), Fresh Pressed Pink Lady Apple Juice*, Basil*, *organically Produced",Keep refrigerated.,"If you are pregnant or breast feeding, please consult with your healthcare professional before consuming our products. Please Note: Kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs. Do not shake. Swirl gently.",
"Health-Ade Kombucha, Maca-Berry",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3f9b0399-50bc-4a6c-92c1-7871f571fb87.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b66532b-25b3-46e0-b85f-6caca8733b22.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_050e3bfd-4291-4874-a687-9ab220adc6ab.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_20121ccd-7635-4a0c-9347-10d6e08b8568.png 4x",,,"A bubbly probiotic tea + superfoods. USDA Organic. Certified Organic by Organic Certifiers. Certified Vegan. vegan.org. Certified Gluten-free. Non-GMO Project verified. nongmoproject.org. Blackcurrant. Aronia. Maca root. It's like your favorite kombucha, only favorite because it has superfoods like mica root, aronia berry and blackcurrant. Follow your gut! The best tasting and highest quality kombucha you can buy. Fermented in glass. Real food handcrafted. Small batch kombucha. Exotic & rare superfoods. Certified R.A.W. health-ade.com. (at)healthade. Brewed and bottled in California, USA.","Filtered Water, Kombucha Culture (yeast And Bacteria Cultures), Organic Black Tea. Organic Green Tea, Organic Evaporated Cane Juice (sugar), Organic Blackcurrant Concentrate, Organic Aronia Concentrate, Organic Maca Root Powder",{},"Do not shake. Kombucha should not be consumed if left unrefrigerated for an extended period of time. Pregnant/breastfeeding? Consult your doctor. Due to natural fermentation, there may be trace amounts of alcohol and small pieces of culture.",
Humm Kombucha Organic Strawberry Blossom Whole30 Probiotic Kombucha,$2.50,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8445cbbe-3c20-4e41-ab23-c9d9cad95e57.png 4x,,,,"Organic Raw Carbonated Kombucha (filtered Water, Organic Green Tea, Organic Black Tea, Organic White Grape Juice, Kombucha Cultures), Organic Apple Juice, Organic Strawberry Juice (organic Apple, Organic Pear Juice, Organic Strawberry, And Organic Elderberry Juice, Citric Acid, And Organic Flavors), Natural Flavors*, Organic Lavender Extract, Probiotic: Bacillus Subtilis, Vitamin B12",Keep refrigerated.,,
"KeVita Kombucha, Pineapple Peach, Master Brew",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_34285550-9f11-4abc-a4eb-c314d12c2b74.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0f846345-c0ba-43dc-9958-995833c5d0cb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0157f79-80d7-4be9-a10e-86f4b3e48db1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_02fe15fc-1043-4f56-a8df-46555b559c75.png 4x",,,Bold + smooth. Kombucha tea culture. Verified non-alcoholic (contains less than 0.5% Alc by vol). Fermented. Sparkling & bold with a smooth finish. Boldly invigorating. KeVita is crafted with our proprietary cultures & the finest organic ingredients. Gently pasteurized. Lightly carbonated swirl gently. Live probiotics added.,"Sparkling Water, Kombucha Culture (filtered Water, Black Tea*, Green Tea*, Natural Flavor*)*, Filtered Water, Cane Sugar*, Bacillus Coagulans Mtcc 5856, Ginger Extract*, Pineapple Flavor*, Peach Flavor*, Black Tea*, Black Tea Essence*, Caffeine (green Coffee Bean Extract)*, Green Tea*, Purified Stevia Leaf Extract*.",Perishable. Keep refrigerated.,Not Applicable,
Sprouts Organic Blueberry Lavender Kombucha,$2.00,$2.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5569172d-3c95-4db9-93df-eddcf57ea255.png 4x,Gluten Free,,,"ORGANIC KOMBUCHA (WATER, ORGANIC SUGAR, ORGANIC TEA BLEND, ORGANIC KOMBUCHA CULTURE), ORGANIC BLUEBERRY JUICE (FROM CONCENTRATE), ORGANIC LAVENDER FLAVOR, ORGANIC MONK FRUIT EXTRACT, ORGANIC BLUEBERRY FLAVOR, BACILLUS SUBTILIS (PROBIOTIC).",,"Due to fermentation, this product may contain trace amounts of alcohol below 0. 5% abv",
Sprouts Organic Watermelon Hibiscus Kombucha,$2.00,$2.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_afe4a481-7fd3-4cc3-abcf-03af0d9f07b7.png 4x,Gluten Free,,,"ORGANIC KOMBUCHA (WATER, ORGANIC SUGAR, ORGANIC TEA BLEND, ORGANIC KOMBUCHA CULTURE), ORGANIC WATERMELON JUICE (FROM CONCENTRATE), ORGANIC HIBISCUS EXTRACT, ORGANIC MONK FRUIT EXTRACT, BACILLUS SUBTILIS (PROBIOTIC).",,,
Sprouts Organic Orange Mango Turmeric Kombucha,$2.00,$2.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_be857014-4898-4014-a3a4-9999b777c919.png 4x,,,,"ORGANIC KOMBUCHA (WATER, ORGANIC SUGAR, ORGANIC TEA BLEND, ORGANIC KOMBUCHA CULTURE), ORGANIC MANGO PUREE, ORGANIC ORANGE JUICE (FROM CONCENTRATE), ORAGNIC TURMERIC JUICE, ORGANIC MONK FRUIT EXTRACT, BACILLUS SUBTILIS (PROBIOTIC).",,,
Better Booch Ginger Boost 12Oz Single,,$4.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b82d5cc9-1763-4f56-932f-668ef7f03de2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d246be06-b739-45c7-8d52-cf094dea2d38.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_85b19d35-d64b-4e29-8674-286fc9a2d4f8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_13f29db6-4de2-4259-bb49-ceb82ad33108.png 4x",Gluten Free,,,"Organic Kombucha Tea (purified Water, Organic Cane Sugar, Organic Black Tea, Kombucha Culture [yeast, Bacteria]). Organic Ginger, Organic Lemongrass, Organic Peppermint, Organic Spearmint, Organic Orange Peel",,,
"221B.C. Kombucha, Blueberry + Ginger",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f1a5c58a-cd85-4d12-99f6-49372d7c9792.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_64f8c5b9-0aaf-499e-ac55-6bac80d795de.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_98edc19a-b16a-4ab7-a675-f730e53d6d7e.png 4x",,,,"Filtered Water, Organic Kombucha Culture, Organic Cane Sugar (used For Fermentation), Organic Mango Puree, Organic Lime Juice (not From Concentrate), Organic Green Tea, Organic Dandelion, Organic Mango Flavor, Organic Cayenne Pepper.","Shake gently.,Keep refrigerated. Perishable.","Be Aware: Kombucha is a traditionally fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol. If you are pregnant or breastfeeding, please consult with your doctor. Store upright.",
