Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,"Craving a refreshing energy boost without the guilt? Look no further than Alani Nu Mimosa Energy Drink. With zero sugar and only 10 calories, this gluten-free, fat-free, and vegan drink packs a punch with caffeine, taurine, and ginseng extract to jumpstart your day. The lively combination of citrus and champagne flavors will make you feel like you're sipping on a mimosa at Sunday brunch. Just remember: with warnings against consumption by children, pregnant women or those sensitive to caffeine, it's not for everyone. Instacart offers same-day delivery or pickup so you can enjoy this energizing drink in no time!",Soy Free,"Quench your thirst while fueling your body with REIGN Peach Nectarine. Each 12oz slim can is packed with 200mg of plant-based caffeine, B vitamins, Zinc, Vitamin A and Vitamin C—without any sugar. Plus, the immunity blend supports your overall health while Biotin helps promote healthy skin, hair and nails. With carbonated water and natural flavors, this gluten-free and kosher drink has only 10 calories per serving. Perfect for those who want to stay hydrated with a tasty beverage that won't compromise their health goals. Get REIGN Peach Nectarine delivered to your door through Instacart's same-day delivery or pickup.",Milk Free
GHOST Tropical Mango Energy Drink,,$4.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4e7b8343-3515-46bf-ac55-126ef78be0a6.jpg 4x,"Legendary energy. Epic focus. No artificial colors. Transparent label. 0 artificial colors.,• Enjoy Responsibly,• Vegan,• Gluten Free,• Soy Free,• Sugar Free/No Sugar","Carbonated Water, Natural And Artificial Flavor, Citric Acid, L-carnitine L-tartrate, Taurine, Caffeine, Sucralose, Alpha-glyceryl Phosphoryl Choline, Sodium Benzoate (preservative), Potassium Sorbate (preservative), Ascorbic Acid, Acesulfame Potassium, Coffee (coffea Arabica) Fruit Extract, Niacinamide, Astragalus Membranaceus Root Extract, Panax Notoginseng Root Extract, Pyridoxal-5-phosphate, Methylcobalamin.",,"caution: this product is only intended for healthy adults, 18 years of age or older. do not consume if you are sensitive to caffeine, or in combination with caffeine or stimulants from other sources. too much caffeine may cause nervousness, irritability, sleeplessness, and occasionally rapid heart rate. not for use by women who are pregnant, nursing, or trying to become pregnant. consult a licensed, qualified healthcare professional before consuming this product. do not use if you are taking any prescription drug and/or have any medical condition.",,,,,,
"NOS Energy Drink, GT Grape, High Performance",,$3.65Buy 2 for $5.50," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c450671b-329e-4648-a0ca-19279d618838.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_705b780c-628a-4165-80ad-ab6bb1c83e6f.png 4x","For those who crave variety as they take on the world. Fuel Up. Fire Up. 100 mile an hour power. From top gear to no fear, the super-charged take charge. It's time to strap in, or sit it out. How Hard Will You Drive? High Performance Energy.,• For high-performance energy and enhanced mental focus,• Contains natural caffeine,• Fortified with electrolytes,• Due to new FDA nutrition labeling requirements, product labels may vary from those pictured.","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Sodium Citrate, Natural & Artificial Flavors, Sodium Hexametaphosphate (preservative), Taurine, Caffeine, Potassium Sorbate (preservative), Sucralose, Red #40, Inositol, Calcium Disodium Edta (preservative), Pyridoxine Hydrochloride (vit. B6), Blue #1, Guarana Extract, Cyanocobalamin (vit. B12).",Refrigerate after opening.,"Consume Responsibly: Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",,,,,,
Red Bull Winter Edition Sugar Free Iced Vanilla Berry Energy Drink,$2.89,$3.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7c5c0109-1f14-49df-a7aa-c7106c3f2a53.jpeg 4x,"Red Bull Winter Edition Sugar Free Features Exceptional Taste Of Blueberry, Vanilla, And Icy-Fresh Notes Of Eucalyptus And No Sugar. This Lightly Carbonated Beverage Is Enjoyed Worldwide By Fitness Enthusiasts, Athletes, Gamers, Students And Travelers. A Refreshing Can Of Red Bull Makes An Excellent Partner For Busy, Active Lifestyles. Each 8.4 Fl Oz Can Contains 80Mg Of Caffeine Per Serving, 10 Calories And No Sugar. It Also Includes Taurine, An Amino Acid Naturally Occurring In The Human Body, And B-Group Vitamins B6, B12, Niacin (B3) And Pantothenic Acid (B5). Available In Single Can And 24-Packs. Comes In Aluminum Cans That Can Be Recycled Over And Over. Always Check Can Labels For The Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations. Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Citric Acid, Taurine, Sodium Citrate, Natural And Artificial Flavors, Caffeine, Sucralose, Acesulfame K, Xanthan Gum, Niacinamide, Pyridoxine Hcl (vitamin B6), Calcium Pantothenate, Blue 1, Vitamin B12",{},"Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.",,,,,,
"Celsius Sparkling Watermelon Lemonade, Energy Drink",,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b540df04-77eb-41e9-84c8-72a9a2932cfa.jpg 4x,"CELSIUS® is functional, Essential Energy, a better-for-you, premium alternative to traditional energy drinks. As a global, lifestyle fitness drink, CELSIUS® was created to help people LIVE FIT, exceed their goals and elevate their everyday lives. Made with proven, premium ingredients, 7 Essential Vitamins and zero sugar, no artificial colors, no aspartame, no high fructose corn syrup and non-GMO. CELSIUS® is vegan, gluten-free and Kosher. Our proprietary MetaPlus blend contains green tea extract with EGCG. It also includes guarana seed extract, ginger root for flavor and digestion, vitamin C to help support your immune system, vitamin B for energy production, and chromium to help control hunger, making it an ideal pre-workout drink. Taste summertime every time with the perfect fusion of juicy watermelon and freshly squeezed lemonade in CELSIUS® Sparkling Watermelon Lemonade! Made with clinically proven ingredients, this carbonated flavor of CELSIUS® has the perfect balance of flavor and energy that serves as an awesome pick-me-up for active lifestyles. Make CELSIUS® your go to choice for Essential Energy!","Carbonated Filtered Water, Citric Acid, Taurine, Guarana Seed Extract, Malic Acid, Green Tea Extract, Sucralose, Caffeine, Ascorbic Acid, Glucuronolactone, Ginger Root Extract, Calcium Pantothenate, Niacinamide, Natural Flavor, Pyridoxine Hydrochloride, Riboflavin, Biotin, Chromium Chelate, Cyanocobalamin.",Ready to Drink,"Do not exceed more than (2) servings per day. Not Recommended for people who are caffeine sensitive, children under 18, and women pregnant or nursing.",Gluten Free,,,,,
Rockstar Sugar Free Energy Drink,,$2.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1430b942-dfbf-49cb-9a8a-ce108c669142.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_95371dcc-dd2f-4cfe-a01a-1b9d1de4ac00.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_230e4661-c58a-4923-a18a-3e957f3da767.png 4x","Guarana. B-vitamins. Taurine. Caffeine. Zero sugar. Zero carbs. 0 calories per can. Low calorie. Rockstar Energy Drink is designed for those who lead active lifestyles - from athletes to rock stars. RockstarEnergy.com. In Each Serving: Taurine 1000 mg, Guarana Seed Extract 100 mg, Caffeine 80 mg, Glucuronolactone 50 mg, L-carnitine 25 mg, Inositol 25 mg. Total Caffeine from All Sources: 160 mg per can. Recycle. Dispose of properly. Made in the USA.","Carbonated Water, Citric Acid, Taurine, Sodium Citrate, Caffeine, Caramel Color, Natural And Artificial Flavor, Glucuronolactone, Potassium Sorbate (preservative), Sodium Benzoate (preservative), Acesulfame Potassium, Sucralose, Inositol, L-carnitine, Guarana Seed Extractive, Milk Thistle Extractives, Niacinamide, D-calcium Pantothenate, Panax Ginseng Root Extractives, Yellow #5, Pyridoxine Hydrochloride, Riboflavin, Cyanocobalamin.",{},"Not recommended for children, pregnant or nursing women, or those sensitive to caffeine.",,,,,,
Red Bull Peach Edition Energy Drink,,$3.27," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a8487733-d2b5-4c68-a376-00f3da7a9bc1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b648954b-89c0-4540-8dd3-25462141ad12.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e09475ba-57af-48bf-bca2-15da392168f6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_36a32801-982d-4205-b778-6cec7435f90b.jpg 4x","Red Bull Peach Edition Energy Drink Gives You Wiiings Whenever You Need Them. Red Bull Peach Edition Is A Lightly Carbonated Energy Drink With A Blend Of Caffeine, Taurine, B Vitamins, Real Sugar And Water, Along With A Fresh White Peach And Nectarine* Taste. With 110 Calories Per 8.4 Fl Oz Can, Red Bull Is Great For Any Occasion. While Aiming For Great Heights During Your Workday, In Your Workouts Or When Gaming, Why Not Crack Open A Refreshing Can Of Red Bull? Drink Red Bull Straight From The Can Or Enjoy In A Glass Over Ice. This Can Of Red Bull Will Keep You Ready For Any Occasion, Whether It’S Hanging With Friends, Watching The Game Or Going On A Road Trip. Be Ready For The Big Moments With A Can Of Red Bull. Store This Can Of Red Bull At Room Temperature Or Toss It In The Fridge. Red Bull Gives You Wiiings. Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Sodium Citrate, Natural And Artificial Flavors, Glycerol Ester Of Wood Rosin, Sucrose Acetate Isobutyrate, Caffeine, Niacinamide, Pyridoxine Hcl (vitamin B6), Calcium Pantothenate, Vitamin B12.",{},"Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.",,,,,,
V8 +Energy Sparkling Strawberry Kiwi Juice Energy Drink,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_48620a63-e04f-4f49-a668-65ee3fdd6df4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4422f7f8-f6b8-41b3-831a-d7b8c2ad6efd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_55bfce26-c4a1-4e27-b6ee-7463b58013e9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6ebb72db-652a-4655-a71f-87e329c52c0f.jpg 4x","Experience a bubbly, plant-powered energy boost with V8 +Energy® Sparkling Strawberry Kiwi Juice Energy Drink. Combining the flavors of sweet strawberry and tropical kiwi, this carbonated vegetable and fruit juice blend is infused with natural energy from black and green tea. Each 11.5 fl oz can contains 1 combined serving of veggies and fruit along with 80 milligrams of caffeine – as much as leading energy drink brands. A healthy energy drink alternative, V8 +Energy® Strawberry Kiwi Sparkling Juice contains 50 calories and 12 grams of carbs per can. It’s also an excellent source of B Vitamins. V8 +Energy® sparkling juice drinks are non-GMO and gluten-free with no sugar added* and no artificial colors. Enjoy V8 +Energy® carbonated juice as a coffee substitute in the morning, in place of soda during the afternoon, or as a mocktail or cocktail mixer in the evening. It’s great anytime you need a plant based boost of natural caffeine. (*Not a low calorie food; see nutrition panel for sugar and calorie content)","Water, Vegetable Juice (water And Concentrated Juice Of Sweet Potatoes), Fruit Juice (water And Concentrated Juices Of Apples, Strawberries), Natural Flavoring, Malic Acid, Citric Acid, Caffeine From Black And Green Tea, Sucralose, Vitamin C (ascorbic Acid), Niacinamide (vitamin B3), Pyridoxine Hydrochloride (vitamin B6), Cyanocobalamin (vitamin B12)","Best when chilled before serving.,Refrigerate after opening.,Best if used by date on package.","Caution: not recommended for children, pregnant or nursing women or people sensitive to caffeine.",,,,,,
"Celsius Sparkling Kiwi Guava, Energy Drink",,$10.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e83a1a0-ffec-4979-b793-2a06704a8dc6.jpg 4x,"CELSIUS® is functional, Essential Energy, a better-for-you, premium alternative to traditional energy drinks. As a global, lifestyle fitness drink, CELSIUS® was created to help people LIVE FIT, exceed their goals and elevate their everyday lives. Made with proven, premium ingredients, 7 Essential Vitamins and zero sugar, no artificial colors, no aspartame, no high fructose corn syrup and non-GMO. CELSIUS® is vegan, gluten-free and Kosher. Our proprietary MetaPlus blend contains green tea extract with EGCG. It also includes guarana seed extract, ginger root for flavor and digestion, vitamin C to help support your immune system, vitamin B for energy production, and chromium to help control hunger, making it an ideal pre-workout drink. The tart and sweet flavors of kiwi combined with the unique juiciness of guava, packs a refreshingly tropical flavor into each sip of CELSIUS® Sparkling Kiwi Guava! Made with clinically proven ingredients, this carbonated flavor of CELSIUS® has the perfect balance of flavor and energy that serves as an awesome pick-me-up for active lifestyles. Make CELSIUS® your go to choice for Essential Energy! CELSIUS® is available in 12 Fl Oz slim cans and sold in convenient packs of 4.","Carbonated Filtered Water, Citric Acid, Taurine, Guarana Seed Extract, Green Tea Extract, Caffeine, Vegetable Juice (color), Calcium Carbonate, Ascorbic Acid, Glucuronolactone, Sucralose, Ginger Root Extract, Calcium Pantothenate, Niacinamide, Natural Flavor, Pyridoxine Hydrochloride, Riboflavin, Chromium Chelate, Biotin, Cyanocobalamin.",Ready to Drink,"Do not exceed (2) servings per day. Not recommended for people who are caffeine sensitive, children under 18, and women pregnant or nursing.",Gluten Free,,,,,
Red Bull Summer Edition Curuba Elderflower Energy Drink,$9.59,$11.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_678d1712-dbeb-4d1f-9503-b24a4a869311.jpeg 4x,"Red Bull Gives You Wings,Reach For The Wiiings Of Red Bull For Energy You Can Feel. While Aiming For Great Heights During Your Workday, In Your Workouts Or When Gaming, Red Bull Energy Drink Is Lightly Carbonated With A Blend Of Premium Ingredients.,What'S Inside The Can,Caffeine: Caffeine Primarily Stimulates Cognitive Functions In The Human Body,Caffeine (Mg) Per Single Serving (Can):,8.4 Fl Oz Can Of Red Bull Energy Drink - 80 Mg,12 Fl Oz Can Of Red Bull Energy Drink - 114 Mg,16 Fl Oz Can Of Red Bull Energy Drink - 151 Mg,20 Fl Oz Can Of Red Bull Energy Drink - 189 Mg,B-Group Vitamins: Contains Four Essential Micronutrients (B3 [Niacinamide], B5 [Calcium Panthothenate], B6 [Pyridoxine Hcl], & B12),Taurine: Taurine Is An Amino Acid That Is Naturally Present In The Human Body And Available Across Many Daily Diets,Real Sugar: Made With Real Sugar. Quantities Comparable To That Of An Equal Sized Cup Of Apple Juice,Water: Naturally, Water Is A Main Ingredient Of Red Bull Always Check Can Labels For Most Updated Product Nutritional And Ingredient Information. Calcium And Sugars Values Declared On Labels May Vary Slightly Depending On Production Locations.","Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Sodium Citrate, Natural And Artificial Flavors, Colors, Caffeine, Niacinamide, Pyridoxine Hci (vitamin B6), Calcium Pantothenate, Vitamin B12",Best before: See base of can.,"Not recommended for children, pregnant or nursing women and persons sensitive to caffeine.",,,,,,
"Monster Energy Drink, Ultra Voilet/Ultra Sunrise/Ultra Paradise, Zero Sugar",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_71bbbd68-7cb7-4c19-afd4-f7da894104cb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c05cbec0-ec08-442f-a8ed-03eb520d97ce.png 4x",,"Ultra Violet - Carbonated Water, Erythritol, Citric Acid, Taurine, Sodium Citrate, Natural & Artificial Flavors, L-carnitine L-tartrate, Caffeine, Sorbic Acid (preservative), Sucralose, Benzoic Acid (preservative), Niacinamide (vit. B3), D-calcium Pantothenate (vit. B5), Acesulfame Potassium, Inositol, Red 40, Pyridoxine Hydrochloride (vit. B6), Blue 1, Cyanocobalamin (vit. B12),ultra Sunrise® - Carbonated Water, Natural Flavors, Lemon Pulp, Erythritol, Citric Acid, Taurine, Sodium Citrate, Panax, Ginseng Flavor, L-carnitine L-tartrate, Potassium Sorbate (preservative), Caffeine, Sucralose, Sodium Benzoate (preservative), Niacinamide (vit. B3), D-calchim Pantothenate (vit. B5), Acesulfame Potassium, Inositol, Pyridoxine Hydrochloride (vit. B6), Yellow 5, Yellow 6, Cyanocobalamin (vit. B12),ultra Paradise® - Carbonated Water, Citric Acid, Taurine, Sodium Citrate, Natural & Artificial Flavors, Caffeine, Potassium Sorbate (preservative), Acesulfame Potassium, Sucralose, Sodium Benzoate (preservative), Niacinamide (vit. B3), D-calcium Pantothenate (vit. B5), Salt, L-carnitine L-tartrate, Gum Arabic, Inositol, Ester Gum, Pyridoxine Hydrochloride (vit. B8), Yellow 5, Blue 1, Cyanocobalamin (vit. B12)",,"Consume responsibly: not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",,,,,,
