Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,"You'll love the delicious OLIPOP Cherry Cola Sparkling Tonic! Made with natural ingredients, this refreshing beverage is packed with prebiotics and plant fiber to support your digestive health. With only 2 grams of sugar per can, you can sip guilt-free while you savor the sweet yet tangy blend of cherry and cola. As an added bonus, each can contains 35 milligrams of caffeine to give you a little boost when you need it. So why not give it a try? You can enjoy the fabulous taste of OLIPOP Cherry Cola Sparkling Tonic today with Instacart's same-day delivery or pickup.",Soy Free,"Quench your thirst and support your gut health with wildwonder Guava Rose Sparkling Prebiotic + Probiotic Drink. This bubbly beverage is made with fresh-brewed rose petals, guava puree, lemon juice, and live probiotics to promote healthy digestion. With only 35 calories per 355mL serving, this drink is fat-free, gluten-free, and organic. Plus, it's vegan and vegetarian-friendly! Sip on a refreshing blend of floral and fruity flavors while enjoying the benefits of prebiotic and probiotic ingredients. Order wildwonder Guava Rose Sparkling Prebiotic + Probiotic Drink today through Instacart for same-day delivery or pickup at your convenience.","Looking for a unique and refreshing juice to add to your beverage repertoire? Try Tahiti Trader Company Organic Island Style Noni Juice, a delicious and nutritious addition to any juice collection. Made with organic noni fruit, this juice is packed with vitamins, minerals, and antioxidants that promote overall health. With Instacart's same-day delivery or pickup option, it's easy to enjoy a taste of the tropics from the comfort of your own home. Sip on this island-style concoction and transport yourself to the exotic oasis of Tahiti without ever leaving your living room. Refreshing, organic, and wholesome—Tahiti Trader Company Organic Island Style Noni Juice is the perfect choice for your next beverage craving.","Craving a daily beverage that's both refreshing and nutritious? Look no further than EPOCA Probiotic Cultured Daily Beverage. Made with filtered water and cultured grade A pasteurized nonfat milk, this low-fat drink contains viable Lactobacillus, Bulgaricus, Streptococcus Thermophilus, Lactobacillus Acidophilus, Lactobacillus Casei, and Bifidus yogurt cultures. With just 35 calories per serving and no fat or cholesterol, it's a guilt-free indulgence that packs a punch of flavor thanks to natural and artificial flavors. Best of all, you can enjoy the benefits of probiotics in every sip. Order EPOCA Probiotic Cultured Daily Beverage today on Instacart for same-day delivery or pickup.",Milk Free
"Poppi Prebiotic Soda, Assorted, Variety Pack",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c3970566-21f9-4643-99b1-8807046366a4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e22fc91e-6e3d-4e69-b655-587711c661c4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_02883208-20ce-4a9e-8171-b1ddd7060d9b.png 4x",,,,"Doc Pop - Sparkling Water, Organic Cane Sugar, Natural Flavors, Organic Agave Inulin, Organic Apple Cider Vinegar, Apple Juice Concentrate, Stevia, Natural Tartaric Acid, Natural Caffeine.,lemon Lime - Sparkling Water, Organic Cane Sugar, Organic Agave Inulin, Apple Juice Concentrate, Organic Apple Cider Vinegar, Natural Flavors, Citric Acid, Stevia, Lime Juice Concentrate, Lemon Juice Concentrate.,cherry Cola - Sparkling Water, Organic Cane Sugar, Organic Agave Inulin, Organic Apple Cider Vinegar, Apple Juice Concentrate, Natural Flavors, Tartaric Acid, Stevia, Natural Caffeine.,classic Cola - Sparkling Water, Organic Cane Sugar, Natural Flavors, Organic Agave Inulin, Organic Apple Cider Vinegar, Apple Juice Concentrate, Stevia, Natural Tartaric Acid, Natural Caffeine.",{},,,,,,,
Goldthread Plant Based Tonics Green Minerals Plant Based Tonic,$3.50,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_67367eee-8b92-4d16-9b1d-0190717426f8.png 4x,Gluten Free,,"Green Minerals is the green drink of our dreams. Taste the extraordinary when supergreens, rosehips, and freshly squeezed citrus join forces. Green minerals quickly and deliciously delivers essential vitamins and trace minerals to nourish your body and support healthy skin, hair, and bones by combining nutrient-dense wild plants and herbs in a delicious, grab-and-go beverage.*","fresh brewed Green Minerals proprietary herb blend (filtered water, nettle leaf, oat, alfalfa leaf, rose hips, lemongrass, linden leaf, raspberry, chlorophyll, clover, lemon verbena), monkfruit & erythritol sweetener (erythritol, monk fruit extract), lemon juice concentrate",Best served chilled or on ice. Shake well before enjoying. Refrigerate after opening.,"*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.",,,,,,
"Poppi Prebiotic Soda, Orange",,$27.97, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_93adb169-7634-4e6f-a539-065d68034c54.jpg 4x,Gluten Free,,Prebiotics for a healthy gut. Boosts immunity. Infused with apple cider vinegar. No fake stuff. Supports glowing skin. Naturally detoxifies. We got you covered for those BYOB moments. (Bring your own bubbles). Please recycle.,"Sparkling Water, Organic Cane Sugar, Orange Juice (Concentate), Organic Apple Cider Vinegar, Organic Agave Inulin, Natural Flavors, Lemon Juice (Concentate), Stevia.",{},,,,,,,
Poppi Doc Pop Prebiotic Carbonated Soft Drink (12Pk),,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a3cae8e-362e-4a6c-8d14-1b778161d735.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c0a1d1ab-82e2-4086-8d2b-17b12f3fbe7e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_398129b7-7b8d-4fe0-8f3c-0ce16ee6e4bc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7364acac-d3e3-46cc-af0a-285c0af39891.png 4x",,,,"SPARKLING WATER, CANE SUGAR**, APPLE JUICE*, FRUIT JUICE COLOR, APPLE CIDER VINEGAR**, AGAVE INULIN**, NATURAL FLAVOR, STEVIA EXTRACT, NATURAL TARTARIC ACID, NATURAL CAFFEINE.",,,,,,,,
Poppi Classic Cola Prebiotic Carbonated Soft Drink (12Pk),,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_122ac7b0-4f0d-489c-965a-57f666a407af.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ef60d6f2-dd2d-4fcc-a50a-0875e4e2615c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0f793125-4131-494b-af9f-21a6797de36d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f35b4cbe-c518-4c99-a9e0-06d506636c6a.png 4x",,,,"SPARKLING WATER, CANE SUGAR**, APPLE JUICE*, FRUIT JUICE COLOR, APPLE CIDER VINEGAR**, AGAVE INULIN**, NATURAL FLAVOR, STEVIA EXTRACT, NATURAL TARTARIC ACID, NATURAL CAFFEINE.",,,,,,,,
Poppi Doc Pop Prebiotic Soda 12 Pack,,$29.88, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e72e139c-adbf-4fa0-ae7c-520278466db3.png 4x,,,,,{},,,,,,,
GoodBelly Strawberry & Banana Prebiotic & Probiotic Organic Juice Drink,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b803543f-0241-4dd1-b4aa-2dfec23f1469.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25fc3813-3dd8-4e95-9e56-886c95f7f008.jpg 4x",,,"GoodBelly Strawberry & Banana Juice Drink is a delicious burst of sunshine for your gut, with probiotics and prebiotic fiber to support digestion and boost your immune system.* Organic and made with a clinically tested probiotic strain that survives stomach acid, these tasty drinks are dairy, soy, and gluten-free, so you can sip worry-free. Drink up, feel great, and let your gut do a happy dance!,GoodBelly Strawberry & Banana Juice Drink checks all the boxes! A dreamy mix of sweet strawberries and just the right touch of ripe banana, it’s the perfect sip of creamy bliss.,• Delicious juice drinks are made with real fruit and contain clinically tested probiotics and prebiotic fiber to support digestion and boost your immune system*,• Organic, plant-based and free from dairy, gluten, and soy—because everyone should feel good from the inside out!,• Contains 1 billion CFUs^ of our probiotic strain that survives the stomach acid,DE111® is a trademark of Deerland Enzymes, Inc.,*Some scientific evidence suggests probiotics may help promote healthy digestion when consumed daily as part of a nutritious diet and healthy lifestyle. GoodBelly is a food product and not a treatment or cure for any medical disorder or disease. If you have any concerns about your digestive system, please consult your healthcare professional.,^Cells per serving at the time of manufacture. Storage conditions may affect the number of active probiotic cultures. Please keep at 34-40° Fahrenheit for maximum potency.","Water, Organic Pear Juice From Concentrate, Organic Oatmilk (water, Organic Oats), Organic Strawberry Juice From Concentrate, Organic Banana Puree, Organic Cane Sugar, Contains Less Than 2% Of The Following: Organic Blue Agave Fiber, Organic Flavor, Citric Acid, Organic Guar Gum, Organic Carrot Juice (for Color), Natural Flavor, Bacillus Subtilis De111®","Take daily for digestion and immune support.,Give it a good shake!,Keep refrigerated.,Use within 14 days of opening.",Contains: gluten from organic oat flour and barley malt.,,,,,,
"GoodBelly Oat Drink, Original Flavor",,$5.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0d64eefb-e7ac-4e00-a7f4-1687e46f51e1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9db63114-370c-44ba-a774-042cd855ad25.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fee0e248-2c10-41db-ae25-c1bff400d26f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c74ba32a-dd5b-4cea-8454-3093f9a7438f.png 4x",,,"GoodBelly® Probiotics StraightShot OatDrink.,Original Flavor.,Made With Probi Digestis®.,No Sugar Added.,20 Billion Probiotic Cultures Per Serving†.,USDA Organic.,4 X 2.7 FL OZ (80 ml) Shots, 10.8 FL OZ (320 ml).","Filtered Water, Organic Pear Juice From Concentrate, Organic Oat Flour, Organic Grape Juice From Concentrate, Contains 2% Or Less Of Organic Rice Starch, Organic Barley Malt, Natural Flavors, Calcium Citrate, Lactobacillus Plantarum 299v.",Keep refrigerated.,Contains: gluten from organic oat flour and barley malt.,,,,,,
"Big Easy Soda, Mixed Berries",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21a27dd6-8702-4c49-b098-7d4d118c029b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b35f6ade-ab60-4085-8dad-4f9ecc241f2a.png 4x",,,,"Carbonated Water, Organic Agave Syrup, Organic Allulose Syrup, Prebiotic Fiber (Organic Acacia Fiber), Organic Concentrated Blackberry Juice, Organic Natural Flavor, Citric Acid, Organic Monkfruit, Probiotics (Bacillus Subtilis DE111).","Do not shake.,Consume after opening.,Keep refrigerated.,Consume after opening.","This product is not intended to diagnose, treat, cure or prevent any disease.",,,,,,
"Poppi Soda, Cherry Cola, Prebiotic",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4096c019-5099-4363-8402-5b4955f1f7f7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a16b7ccb-7d97-4a56-8046-814739e03d76.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d662ab1b-6785-4e71-a72e-f12c9c6cd1ac.png 4x",,,,"Sparkling Water, Organic Cane Sugar, Organic Agave Inulin, Organic Apple Cider Vinegar, Apple Juice*, Natural Flavors, Tartaric Acid, Stevia, Natural Caffeine, *concentrate",{},,,,,,,
"Simply Prebiotic Soda, Strawberry",$2.09,$4.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b6624cc5-2030-4d5f-a9b4-1e0ca9c24e17.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9ac805fe-215a-4b78-9119-93a88c713493.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfe44f9a-b7a7-447c-b7a2-959e1e142e2d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b968eca1-c947-4fb3-b197-a39e74a60a13.png 4x",,,,"Carbonated Water, Pear, Apple, Cherry, Strawberry, and Lemon Juices from Concentrate, Soluble Corn Fiber, Less than 0.5% of: Monk Fruit Extract, Sea Salt, Vitamin C (Ascorbic Acid), Zinc Gluconate, Natural Flavors.",Refrigerate after opening.,,,,,,,
De La Calle Tepache Tropical Ponche,,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa4a2b74-70de-4605-b583-e606e032085b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_19161f66-68f8-43c6-aab3-09f2536b88fa.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1d052282-098d-4b96-a661-472197613f1c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c3770de-7f0b-4155-96ea-986bd2ef662c.jpg 4x","Gluten Free,Soy Free",,"The perfect combination of tropical fruits, citrus and spices.","Carbonated Water, Tepache*, Erythritol*, Acacia*, Orange Juice Concentrate*, Organic Natural Flavors*, Citric Acid, Agave Inulin*, Cinnamon Extract*, Lemon Extract*, Ascorbic Acid (Vitamin C).,*Organic Ingredients.",Best served chilled.,Allergen-free.,,,,,,
"So Good So You Metabolism, Citrus Cinnamon, Organic Probiotic Juice Shot",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_055657f9-a1f6-4a1f-9c83-e7a800d28914.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_297a6c1d-556d-42df-8517-17df9098a714.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d9037345-09b4-4394-8eab-ced1f27a171d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a6251de5-f7cf-4f86-9529-cddc13b37f97.jpg 4x",,,"Sometimes, firing up your get-up-and-go takes a little extra spark — like a boost from our Metabolism shot, bringing the heat with a curated blend of thermogenics like ginger, turmeric, cinnamon and cayenne. It gets your system firing on all cylinders, thanks to 50mg of organic green tea caffeine (just the right amount so no jitters or crash), plus one billion CFUs (colony forming units) of probiotics as the icing on your pure-fire cake.","organic blood orange juice, organic apple juice, organic grapefruit juice, organic ginger juice, organic turmeric juice, Bacillus coagulans GBI-30 6086 (probiotic), organic green tea extract, organic cinnamon, organic cayenne pepper",Always refrigerate and consume within 24 hours of opening.,"*If pregnant, nursing, sensitive to caffeine, or under 18, please consult a physician prior to enjoying.",,,,,,
"GoodBelly Juice Drink, Mango Flavor",,$5.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_feb67490-af03-48d8-99e0-f8f104aa44f2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9ec98ac2-8ae7-4166-a8a5-370a60c1b22a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_925572eb-a6a0-4146-8557-1247d50441cc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d18bd695-2a5b-4bf0-bc0e-5bfb8ce8075b.png 4x",Soy Free,,"USDA Organic. Certified Organic by QAI. Soy-free. Dairy-free. Vegan. Vitamins + calcium. Non GMO. Dairy-free shot. 20 billion probiotics (Per serving at time of manufacture. Storage conditions may affect the number of active probiotic cultures. Please keep at 35-40 degrees F for maximum potency). Digestive health made simple (Lactobacillus plantarum 299v can be found naturally in the intestinal system, and may help promote healthy digestion when consumed daily as part of a nutritious diet and healthy lifestyle. GoodBelly is a food product and not a treatment or cure for any medical disorder or disease. If you have any concerns about your digestive system, please consult your healthcare professional). From concentrate. Made with probi-digestis. Probi probiotic support. probi.com. What's GoodBelly Probiotics Vitamins + Calcium Shot? It is a dairy-free probiotic shot with a burst of flavor, 20 billion live and active cultures per serving, plus vitamins and calcium. It's created to naturally renew your digestive health, right where your overall health gets started - in your belly (Lactobacillus plantarum 299v can be found naturally in the intestinal system, and may help promote healthy digestion when consumed daily as part of a nutritious diet and healthy lifestyle. GoodBelly is a food product and not a treatment or cure for any medical disorder or disease. If you have any concerns about your digestive system, please consult your healthcare professional). See inside for more info! www.goodbelly.com. Got questions? Contact us at info(at)goodbelly.com. www.goodbelly.com. Do the 12 Day Belly Reboot (See bottom for details). 12 Day Belly Reboot: Start your Goodhealth game plan. 1. Sign up at: goodbelly.com/12-day-reboot. 2. Look for coupons in your inbox. 3. Drink one shot of GoodBelly each day. 4. Love it by day 12 - or it's free (some restrictions apply). Please recycle. Made in USA.","Ingredients: Filtered Water, Organic Pear Juice From Concentrate, Organic Mango Puree, Organic Evaporated Cane Sugar, Organic Banana Puree, Organic Oat Flour, Contains 2% Or Less Of Citric Acid, Organic Flavors, Natural Flavor, Organic Barley Malt, Lactobacillus Plantarum 299v, Calcium Citrate (calcium), Ascorbic Acid (vit. C), D-calcium Pantothenate (pantothenic Acid), Tocopheryl Acetate (vitamin E), Pyridoxine Hcl (vit. B6), Riboflavin (vit. B2), Thiamin Mononitrate (thiamin), D-biotin, Vitamin A Palmitate (vit. A), Cyanocobalamin (vit. B12).",Keep refrigerated.,Contains: gluten from organic oat flour and barley malt.,,,,,,
Bio-K Plus Original Unsweetened Dairy,,$59.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70e1baaa-e138-4348-b512-151291ade9d8.png 4x,Gluten Free,,"12-48 day supply. The only clinically proven formula featuring the patented CL1285 super strain L. acidophilus. Ideal for well-being. 50 billion friendly bacteria guaranteed. Certified gluten-free. Clinically Proven Probiotic: The only fermented daily probiotic that guarantees 50 billion live active bacteria including L. acidophilus CL1285, L. casei LBC80R and L. rhamnosus CLR2. No added sugar. Contains no gluten, wheat, corn, yeast, antibiotic residues, GMO's. rBGH free. Made with 100% recyclable cardboard. Manufactured in Canada.","Water, Skim Milk Powder, Whey Protein Concentrate, Active Cultures Of L. Acidophilus Cl1285, L. Caseilbc80r And L. Rhamnosus Clr2.",Portion: Children: 1/4 to 1/2 bottle per day. Adults: 1/4 to 1 bottle per day. Keep refrigerated. Shake vigorously.,Contains milk based ingredients.,,,,,,
Humm Berry Cream Probiotic Soda,,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_56970e42-4b72-4f71-bece-938881841144.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6a65990c-e60a-4b32-ace2-f736e9632a3e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_29787c93-d680-49b5-a3f6-23870c831f34.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae74d2ef-0a0b-44e8-8571-a1a529fcf6f1.jpg 4x",Gluten Free,,"Immune supports health. Absurdly tasty. Drink better: Better isn't just a word. It's a challenge. You'll be better when you choose a soda that's better for you, like the probiotic packed, zero sugar one you're holding right now. And you'll be partnering with a company that is better to our employees and our communities. So go ahead and pat yourself on the back, can holder. You've just made everything a little bit better. Plant based all-natural sweetener. Please recycle.,• Calorie Free/No Calories,• Plant-Based,• Keto,• Sugar Free/No Sugar","Carbonated Water, Organic Raw Kombucha (filtered water, organic green tea, organic black tea, organic white grape juice*, organic cane sugar*, live kombucha cultures), Allulose Syrup, Natural Flavors**, Vitamin C (Ascorbic Acid), Vitamin D3 (Cholecalciferol), Probiotic: Bacillus Subtilis, Vitamin B12 (mecobalamin). *Sugar is eliminated during fermentation **From plant-based ingredients","Enjoy chilled.,No refrigeration is necessary.",,,,,,,
