Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,"Sweeten up your cocktails with Peach Real Peach Puree Infused Syrup! Made with real peach puree, this Cocktail Syrup adds a fruity punch to any drink. Each bottle contains 25.4 fl oz of syrup and is perfect for home bartenders who want to elevate their drinks. This delicious syrup is gluten-free and does not contain any added artificial colors or flavors. Whether you're making a classic Bellini or experimenting with a new cocktail recipe, Peach Real Peach Puree Infused Syrup will add the perfect touch of sweetness. Order now for Instacart same-day delivery or pickup from your local store.","Create perfectly mixed cocktails with Finest Call Mango Premium Puree Mix. Its smooth texture dissolves easily in your favorite drinks, adding the sweet and fruity flavor of real mango. Made with natural and artificial flavors, this versatile drink mixer is perfect for any bar service. The user-friendly packaging and patented pourer top make it easy to use. It contains 20% real juice and is fat-free, gluten-free, vegan, vegetarian, and kosher certified. Each serving of 4 fluid ounces contains 200 calories, 50 grams of carbohydrates, and 47 grams of sugar. Order Finest Call Mango Premium Puree Mix on Instacart for same-day delivery or pickup!","Sip on the taste of the tropics with Goya Piña Colada Mix. This gluten-free, vegetarian cocktail mixer is perfect for crafting your own refreshing Piña Coladas at home. Made with real pineapple and coconut, this 12 fl oz mix contains no alcohol, so you can customize your drink to your liking. Simply blend with rum and ice for a deliciously creamy, tropical cocktail that's perfect for any occasion. Each serving has 120 calories and 20g of carbohydrates. With Instacart's same-day delivery or pickup, you can enjoy the sweet taste of paradise in no time.","Sip on the sweet taste of summer with Finest Call Premium Peach Puree Mix. Made with real peach puree and juice concentrate, this refreshing drink is perfect for any occasion. Each serving contains 140 calories and 35 grams of sugar, making it a deliciously satisfying treat. The mix also contains citric acid, xanthan gum, and natural and artificial flavors to enhance the taste. Simply add to your favorite cocktail or blend with ice for a fruity smoothie. With Instacart's same-day delivery or pickup, you can enjoy the taste of ripe peaches without leaving your home.","Satisfy your cravings for a refreshing margarita without the guilt with Margaritaville Zero Sugar, Margarita Singles To Go Drink Mix. This powdered drink mix is made with natural flavors and contains no fat or sugar, making it a healthier option compared to traditional margaritas. With only 5 calories per serving and a kosher certification, you can enjoy this delicious drink guilt-free. Each box includes six servings of the perfect blend of tangy and sweet flavors, making it easy to prepare at home or on-the-go. Don't wait to enjoy a taste of paradise—order Margaritaville Zero Sugar, Margarita Singles To Go Drink Mix today from Instacart for same-day delivery or pickup.","Simple Syrup is a staple in any home bar, and Finest Call Simple Syrup is no exception. Made with natural flavors and real juice, this syrup is perfect for sweetening any cocktail or mocktail. The patented smooth-flow closure guarantees an accurate pour every time, while the colored closure makes product differentiation a breeze. Whether you're mixing up a classic Old Fashioned or trying your hand at a creative new concoction, Finest Call Simple Syrup will help you elevate your drinks to the next level. Available on Instacart for same-day delivery or pickup, make sure to add Finest Call Simple Syrup to your home bar essentials.","Get ready to shake things up with Filthy Margarita Mix, the perfect addition to your next cocktail party! Made with filtered water, fresh lime juice, organic blue agave nectar, and a hint of vitamin C, this mix packs a delicious punch without any alcohol content. Whether you're entertaining guests or enjoying a night in, this gluten-free and vegan-friendly mixer is sure to impress. With only 60 calories and 0 grams of fat per serving, you can sip and savor without any guilt. Don't waste any time mixing up your next margarita—order Filthy Margarita Mix on Instacart for same-day pickup or delivery!","Raspberry lovers, get ready to elevate your cocktail game with Finest Call Raspberry Puree! This non-alcoholic mixer is made from the finest raspberries, harvested at peak season and blended to perfection. The result? A rich, velvety puree that's perfect for adding a burst of fruity flavor to your drinks. Whether you're mixing up a classic raspberry martini or experimenting with new concoctions, this puree is sure to impress. And the best part? With Instacart's same-day delivery or pickup, you can have it in your hands in no time. So why wait? Add Finest Call Raspberry Puree to your next cocktail creation and delight your taste buds with every sip."
"Taste of Inspirations Cocktail Mix, Strawberry Daiquiri, Non-Alcoholic",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_322fde48-560b-4d2d-8d0c-c3c12cac82cf.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ad429a7-230a-4059-841d-b39b5bc223a9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_eedbfaee-b44f-4f5b-be2e-1a5ecca72c15.png 4x",,,,"Water, Cane Sugar, Strawberry Puree Concentrate, Lime Juice Concentrate, Natural Strawberry Flavor, Natural Lime Flavor, Citric Acid, Purple Carrot Extract, Xanthan Gum.","Shake well before serving.,Refrigerate after opening.",,,,,,,,,
"Citra-Fresh Cocktail Mixer, Premium, Agave Margarita Mix",,$12.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b7285d14-70f9-4d0f-87a9-bf78f1669d2a.png 4x,,,CRV is included in the price,"Filtered Water, Pure Organic Agave Nectar, Lime Juice Concentrate, Lemon Juice Concentrate, Citric Acid, Natural Flavor, Sodium Benzoate & Potassium Sorbate (As Preservatives)","Shake well,Create the Perfect margarita. Combine the following items into ice filled cocktail shaker. 3 oz. Citra- fresh Agave Margarita Mix. 1 oz. premium agave tequila,Secure top of cocktail shaker and hand shake contents (until chilled). Squeeze and drop quarter wedge of lime (or lemon) into an ice-filled, salt-rimmed (optional) rocks or margarita glass. Strain/pour mixture into glass. Top off with 1/2 oz. Shot of contreau or grand marnier (for frozen margarita: pour i part tequila and 3 parts citra-fresh agave mixer into an ice-filled blender. Blend contents until smooth, garnish, serve, enjoy!), serve and enjoy!,Refrigerate after opening",,,,,,,,,
"Powell & Mahoney Cocktail Mixer, Dirty Martini",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10f7523f-f7ac-494a-8e20-5cb23f847e19.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_600e9d0b-37a2-4840-8d5a-9b42673df907.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_999e8b39-4c3b-4d26-af88-211b9c449148.png 4x",,,Craft cocktail mixers. Carefully crafted to encourage good times!,"Olive Brine (water, Salt, Lactic Acid, Olive Particulates), Ascorbic Acid.","Shake well.,Dirty Martini. Serve one. 0.5 oz. P&M Dirty Martini. 2.5 oz. London Dry Gin. Shake over ice & strain into a chilled martini glass. Garnish with olives. Serve chilled.,Refrigerate after opening.",,,,,,,,,
"Fee Brothers Bitters, Peach",,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d9d62f54-3d9e-4a22-bec3-01f8d774c8fa.png 4x,,,"For use in cocktails. Founded March 5, 1864. www.FeeBrothers.com. (800) 961-Fee's. Product of USA.","Water, Glycerin, Natural Peach Flavor (Water, Propylene Glycol, Alcohol, Flavor), Caramel Color, Natural and Artificial Bitter almond Oil.",Use a dash or two of Fee's peach bitters to add an interesting background flavor to your cocktails.,Contains: almonds.,,,,,,,,
"McClure's Mixer, Bloody Mary, Spicy",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b3f78541-bb57-4c09-ad3a-60979390cd63.png 4x,,,Brooklyn. Detroit. Shake & pour. Non-alcoholic. Mcclurespickles.com. Made in USA.,"Water, Vinegar, Tomato Paste, Cucumber Juice, Salt Freshly Chopped: Peppers, Garlic, Dill, Black Pepper",Refrigerate after opening.,,,,,,,,,
Finest Call Bloody Mary Loaded Mix,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a034de87-b895-4a3d-aa78-4a9d414792da.png 4x,,,"An extraordinary blend of spices. Lots of tomatoes, jalapeno peppers, onion, garlic, lemon juices, horseradish, cracked black pepper, savory spices and much, much more. Contains 96% juice.","Tomato Juice From Concentrate, Salt, Vinegar, Citric Acid, Worcestershire Sauce (water, Vinegar, Salt, Molasses, Spices, Garlic Powder, Smoke Flavor, Natural Flavor, Onion Powder), Horseradish, Jalapeno Pepper, Xanthan Gum, Lemon Juice From Concentrate, Disodium Inosinate, Disodium Guanylate Sodium Benzoate (to Preserve Freshness), Sodium Metabisulfite, Fd&c Red 40, Celery Seed Oil, Water.","Finest Call Loaded Bloody Mary: Four parts Finest Call Loaded Bloody Mary Mix to one part vodka. Garnish with celery stalk, lime, or cucumber slice. Separation is normal. Refrigerate after opening.",(antioxidant - (contains sulfites),,,,,,,,
Owen's Craft Mixers Mint + Cucumber + Lime Mix,,$8.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f8adb994-9cb3-4dca-ad19-f84669c30e28.png 4x,,,,"Carbonated Water, Pure Cane Sugar, Lime Juice (from Concentrate), Natural Flavors, Citric Acid","Pairs with light rum, gin & vodka or enjoy on its own.",Fruit may settle at bottom. Invert before pouring. Do not shake.,,,,,,,,
Filthy Margarita Mix,,$5.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21afc145-f8b1-4f2d-afa8-696fe54485de.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8f65a600-95d7-4c1b-af15-b303d4129471.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_947c5974-3b06-4343-9f3c-5bbc8dc0c330.jpg 4x",Gluten Free,,"• All natural mix made with 100% real Florida lime juice & organic agave nectar,• Perfect balance of sweet & sour flavors,• No C.R.A.P. [Concentrates, Regrets, Allergens, Preservatives],• Sustainable, convenient pouch,• All-Natural, Non-GMO, Gluten Free, Vegan,• Makes about 2 Margaritas","Filtered Water, Fresh Lime Juice, Organic Blue Agave Nectar, Ascorbic Acid (Vitamin C).",,,,,,,,,,
Torani Classic Caramel Syrup,,$10.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_50c90f90-7eaa-4b5a-b88e-10d233012530.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_92ef44f5-8a44-46d7-bd51-f0c74bb97ad0.png 4x",,,"Caramel gets bold. Take the buttery rich flavor you enjoy and add a dark caramelized taste for some flavor excitement. Tack on a subtle fruity finish and you're going back for seconds on that latte… maybe even thirds. Perfect for beverages! Torani syrup is also tasty added to coffee, cocoa, mochas, protein drinks, mixed drinks, frappes, smoothies and even as the secret ingredient in home-baked treats. Torani Original Syrups provide gold-standard flavors and vibrant colors to create amazing drink experiences. Torani Flavored Syrups are made with pure cane sugar, natural flavors, and cold-filtered water. In 1925, Rinaldo and Ezilda Torre create hand-crafted syrups from recipes brought over from Lucca, Italy to the North Beach neighborhood in San Francisco, California. The first flavors are Anisette, Grenadine, Lemon, Orgeat, and Tamarindo. By 1933 and the end of Prohibition, Ezilda is one of the first female rectifiers of distilled spirits in the US. She leads Torani through the Great Depression and WWII. In 1982 our Vanilla helps create some magic and is used in the first flavored latte. After seeing its success, we begin to focus on the specialty coffee industry. Our “mmm” factor. We started with just five syrups and have since grown to a portfolio of over 150 sold around the globe. That’s a lot of flavor—how do we do it? Our flavor experts’ study global trends to learn what people are craving, and then we use our gold standard process to capture the essence of that flavor in a bottle. It’s not magic, but it gives you the power to create some pretty magical drinks. For the love of flavor. Our purpose is “Flavor for all, Opportunity for all.®” This means that we believe every single bottle of Torani carries two promises: Each bottle promises amazing flavor for your creative beverages, from a classic vanilla latte to a bold, unexpected cocktail. Our flavors can be used however you choose. Liven up a coffee, add pizzazz to a soda, or put more oomph in your iced tea. There’s no wrong way to go about it. We have flavors for every moment, so you can flavor your way, no matter where life takes you. Each bottle also promises our dedication to help all the people, partners, and communities we touch thrive. We believe that everything starts with people and that businesses can, and should, create more opportunities for people. Key Features: Rich, creamy buttery caramel flavor. Made with natural flavors and cold filtered water. Made with pure cane sugar. Can replace regular sweeteners in coffee, cocoa, protein drinks, smoothies, and mixed drinks.","Pure Cane Sugar, Water, Natural Flavors, Citric Acid, Sodium Benzoate, Potassium Sorbate (to Preserve Freshness).","Perfect Flavor for: lattes; iced coffees; milkshakes.,Pure Cane Sugar, Water, Natural Flavors, Citric Acid, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness).",Provided by retailers,,,,,,,,
"Master of Mixes Mixer, Mojito",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb5c77b7-9e8c-4614-abf3-2d67efc0c493.png 4x,,,Made with premium lime & natural mint. With all-natural flavors. Truly premium. Ask for real fruit. Elevate your spirits. Contains 20% fruit juice.,"Water, Lime Juice From Concentrate, Sugar, Citric Acid, Natural Flavor, Sodium Benzoate And Sodium Metabisulfite (to Preserve Freshness - Contains Sulfites), Fd&c Blue #1",Shake before using. Refrigerate after opening. Mojito: Fill a 10-12 oz glass with ice. Add 2 oz light rum and 4 oz mojito mix. Stir well. Top with club soda. Garnish with a sprig of mint and lime wedge.,,,,,,,,,
Finest Call Prickly Pear Syrup,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_171539b9-f27d-45c4-ba7c-1a78110f33b2.png 4x,,,Finest Call Premium Prickly Pear Syrup,"High Fructose Corn Syrup Pear Juice From Concentrate, Sugar, Prickly Pear Puree, Natural Flavor, Citric Acid, Fruit And Vegetable Juice For Color, Sodium Citrate, Sodium Benzoate And Potassium Sorbate (to Preserve Freshness), Sodium Metabisulfite (antioxidant-contains Sulfites). Titanium Dioxide (color), Water.",,Contains sulfites,,,,,,,,
Viuda de Sanchez Sangria,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2bf016a0-7c49-41d2-bc7f-301aaf96eeda.jpg 4x,,,,,,,,,,,,,,
"Master of Mixes Cocktail Mixer, Spicy Margarita, Handcrafted",,$10.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9b079c4e-6566-4379-8df5-b6c5aaaab535.jpg 4x,,,,"Water, Sugar, Lime Juice From Concentrate, Lemon Juice From Concentrate, Citric Acid, Agave Syrup, Natural Flavor, Organic Jalapeño Pepper Powder, Sodium Benzoate (to Preserve Freshness), Quillaja Extract, Sodium Metabisulfite (antioxidant), Fd & C Blue #1","Shake before using.,Refrigerate after opening.",Contains sulfites.,,,,,,,,
Finest Call Raspberry Puree,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_876a8cd3-6c7e-4bf7-b7e8-20a74a36368c.png 4x,,,,,,,,,,,,,,
Torani Sugar Free Raspberry Syrup,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a52a0c1-b038-4c83-89ac-07271cc85e4e.png 4x,,,"Intense berries drive the all-natural fresh flavor of this gem. A splash of Raspberry Syrup instantly takes whatever you're making to the next level – and that level is fresh, bright, and inviting. Intense berry flavor gives this syrup its fresh taste. And Splenda® gives it the sweetness. Italians know how to do soda right. And a syrup like this makes all the difference between a wanna-be and the real deal. So add a splash, make a handcrafted soda, lemonade, iced teas, mocktails and cocktails. And remember: it's sugar free. Enjoy all of this without the calories. This flavor is sweetened with sucralose, so enjoy yourself guilt-free. Perfect for beverages! Torani Sugar Free Syrups have zero sugar so you can enjoy flavor without the calories. In 1925, Rinaldo and Ezilda Torre create hand-crafted syrups from recipes brought over from Lucca, Italy to the North Beach neighborhood in San Francisco, California. The first flavors are Anisette, Grenadine, Lemon, Orgeat, and Tamarindo. By 1933 and the end of Prohibition, Ezilda is one of the first female rectifiers of distilled spirits in the US. She leads Torani through the Great Depression and WWII. In 1982 our Vanilla helps create some magic and is used in the first flavored latte. After seeing its success, we begin to focus on the specialty coffee industry. Our “mmm” factor. We started with just five syrups and have since grown to a portfolio of over 150 sold around the globe. That’s a lot of flavor—how do we do it? Our flavor experts’ study global trends to learn what people are craving, and then we use our gold standard process to capture the essence of that flavor in a bottle. It’s not magic, but it gives you the power to create some pretty magical drinks. For the love of flavor. Our purpose is “Flavor for all, Opportunity for all.®” This means that we believe every single bottle of Torani carries two promises: Each bottle promises amazing flavor for your creative beverages, from a classic vanilla latte to a bold, unexpected cocktail. Our flavors can be used however you choose. Liven up a coffee, add pizzazz to a soda, or put more oomph in your iced tea. There’s no wrong way to go about it. We have flavors for every moment, so you can flavor your way, no matter where life takes you. Each bottle also promises our dedication to help all the people, partners, and communities we touch thrive. We believe that everything starts with people and that businesses can, and should, create more opportunities for people. Key Features: Fresh raspberry flavor. Torani Sugar Free Syrup is sweetened with sucralose. Can replace regular sweeteners in handcrafted soda, ice tea, lemonade, protein drinks, smoothies, and mixed drinks.","Purified Water, Natural Flavors, Citric Acid, Acesulfame Potassium, Sodium Benzoate (to Preserve Freshness), Xanthan Gum, Sucralose, Caramel Color, Potassium Sorbate (to Preserve Freshness), Fd&c Red #4.",Quick & Easy Tip: Keep your drinks cool and flavorful by making ice cubes with Torani and fresh fruit.,Provided by retailers,,,,,,,,
Stonewall Kitchen Bloody Mary Mixer,,$11.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_55c1ad37-b816-4d7e-8a45-50a53a1a8fcf.jpeg 4x,,,"All natural. Creators of specialty foods. The Bloody Mary is one of the world's (and our) favorite cocktails. Invented by an American at Harry's New York Bar in Paris during the 1920s, it became an overnight sensation in France and remains popular everywhere to this day. We believe no brunch is complete without the perfect Bloody Mary. We created this mixer to match our favorite recipe. There's a subtle kick, a good amount of lemon flavor and just the right level of zesty seasonings. Simply add your spirits, a garnish or two and enjoy! - Jonathan King & Jim Stott - Creators of Stonewall Kitchen. Stonewallkitchen.com. Made in USA.","Water, Tomato Paste, Horseradish (Horseradish Roots, Vinegar, Salt), Worcestershire Sauce (Distilled Vinegar, Molasses, Water, Sugar, Onions, Anchovies [Fish], Salt, Garlic, Cloves, Tamarind Extract, Natural Flavors, Chili Pepper Extract), Lemon Juice Concentrate, Salt, Brown Sugar, Cayenne Pepper Sauce (Aged Cayenne Red Peppers, Vinegar, Salt, Garlic), Lime Juice Concentrate, Black Pepper, Ground Celery Seeds.","Bloody Mary: 5-1/2 oz Bloody Mary mixer; 2-1/2 oz vodka. Mix and pour over ice. Garnish with a lime wedge, celery stick or green olives. Shake well before using. Refrigerate after opening.",,,,,,,,,
"Master of Mixes Cocktail Mixer, Espresso",,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7da442fb-f285-4dc2-a1ac-c5cb6890b297.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8b82b692-aece-4258-bc93-95a3c60d5b6a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e49ef960-41b7-4bb1-b6a9-5a5814198125.png 4x",Gluten Free,,"Craft ingredients. Superior cocktails. Handcrafted espresso mixer. Our Promise: Small, handcrafted batches featuring only the most renowned varieties of fruit sourced from the world's premier growing regions. Espresso Mixer: We blended coffee beans from Colombia to ignite your creativity with this invigorating mix. Pour with pride! Cane sugar.","Espresso (espresso, Water), Sugar, Natural Flavor, Sodium Bisulfate, Pectin, Potassium Sorbate (to Preserve Freshness), Sodium Metabisulfite (antioxidant - Contains Sulfites)","Shake before using.,Refrigerate after opening.",Contains sulfites,,,,,,,,
"Charleston Mix Bloody Mary Mix, Fresh & Veggie",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4ee3c527-ce11-43de-98ce-36f234df10fe.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a864235-3403-4ae0-af65-edb5af9026e4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dcd3075f-e4d6-46e0-bc23-7eac290f3e52.png 4x",,,"No MSG / No HFCS. The Bloody Mary, perfected.,• Gluten Free,• Natural,• No High Fructose Corn Syrup,• No MSG","Water, Tomato Paste, Apple Cider Vinegar, Worcestershire Sauce (Distilled Vinegar, Molasses, Water, Sugar, Onions, Anchovies, Salt, Garlic, Cloves, Tamarind Extract, Natural Flavorings, Chili Pepper Extract), Carrot Juice Concentrate, Roasted Vegetable Demi-Glace [Red Wine, Water, Corn Starch, Carrot Stock, Onion Stock, Tomato Paste, Celery Stock, Lemon Juice (Water, Lemon Juice Concentrate), Mushroom Stock, Salt, Roasted Garlic Powder, Onion Powder, Spices], Salt, Spices, Lemon Juice (Water, Lemon Juice Concentrate), Brown Sugar, Seasoning Blend (Celery Salt, Spices, Paprika), Habanero Red Pepper Mash (Habanero Pepper, Salt).","Shake well before serving.,Refrigerate after opening.",Contains: fish (anchovies).,,,,,,,,
