Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Soy Free,Peanut Free,Treenut Free,"Enjoy the delicious taste of chorizo with El Burrito Organic Soyrizo Meatless Soy Chorizo. Made with non-GMO soybeans and free of cholesterol and preservatives, this vegan product has 60% less fat than traditional chorizo. The seasoning blend includes spices, chile pepper, onion powder, garlic powder, and sea salt for a flavor that's hard to resist. This gluten-free and kosher product is also organic and vegetarian. Quick fry on high heat after removing the casing and savor the rich aroma. With only 90 calories per serving, this product is a healthy addition to your meal. Get yours today through Instacart for same-day delivery or pickup!","Craving a meat alternative that is both delicious and healthy? Look no further than Upton's Naturals Lightly Seasoned Shredded Jackfruit. This vegan and vegetarian option is made with only natural ingredients, including organic jackfruit, garlic, and onion. Plus, it's gluten-free and low in fat for guilt-free indulgence. With five grams of fiber per serving, this shredded jackfruit is perfect for adding to tacos or salads for a filling meal. Each container has two servings so you can enjoy it now and later. Order it today on Instacart for same-day delivery or pickup!",Egg Free,Fish Free,Wheat Free,"For a protein-packed meal that's sure to satisfy, try Wildwood Grilling Tofu, Organic, High Protein, Super Firm. Made with organic soybeans and gluten-free ingredients like magnesium chloride and calcium sulfate, this tofu is super firm and perfect for grilling or pan-frying. With 14 grams of protein per serving and only 130 calories, it's a great choice for vegetarians and vegans looking to boost their protein intake. Keep it refrigerated as it's perishable. You'll love the taste and texture of this organic tofu in your favorite recipes. Get it delivered to your doorstep or pick it up at a store with Instacart same-day delivery or pickup.",Milk Free
"House Foods Tofu, Shirataki, Macaroni",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7924a374-2311-4959-ae1e-4b8d81af81ee.png 4x,"Macaroni shaped noodle substitute. 20 calories; 3 g carbs; 2 g fiber per serving. No cholesterol, no sugar, gluten-free, vegan, guilt-free. Perishable. Do not freeze. Hungry girl approved. This product has been deemed an excellent guilt-free noodle substitute by Hungry Girl. Use it in soups, stir-fries, casseroles and pasta dishes. No preservatives. This product is made from soybeans and yam flour that were not genetically engineered.","Water, Tofu (water, Soybeans, Calcium Sulfate, Glucono Delta Lactone), Yam Flour, Calcium Hydroxide.",Drain and rinse thoroughly. Parboil for 2-3 mins. (or microwave for 1 min.) to reduce the authentic aroma. Dry very well and use as you would regular cooked noodle. Keep refrigerated.,This product is made from soybeans and yam flour that were not genetically engineered.,,,,,,,,,,,,
"Lightlife Deli Slices, Plant-Based, Smoked Tomato",,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6b1a6cff-fe7c-4516-9b1f-4961792219e8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_92944a57-de5a-4a72-817e-f5ebd789fde1.png 4x","Plant-based meat & cheese co. Discover a world of flavor. Ready to eat. A taste as bold as you. Bring the savory flavors of our Smoked Tomato Plant-Based Deli Slices to your sandwich or appetizer. They are seasoned to perfection and are a truly versatile and indulgent deli option. Crafted with tomatoes, roasted garlic and lentils. Carbon Zero (Learn more about our commitment to carbon neutrality: fieldroast.com/carbonneutral): Made by a Carbon Neutral Company. how2recycle.info.","Filtered Water, Vital Wheat Gluten, Tomato Paste, Expeller Pressed Safflower Oil, Garlic, Barley Malt Extract, Yeast Extract (yeast, Salt, Cane Sugar), Paprika (color), Sea Salt, Wheat Flour, Lentils, Dehydrated Garlic, Cultured Cane Sugar, Vinegar, Wheat Flakes, Spices, Natural Smoke Flavor.","Serve & Savor: Prepare Hot: Perfect in melt sandwiches (Reubens, paninis, grilled cheese with our Chao plant-based cheese), quesadillas and stir-fries. Eat Cold: Delicious in cold sandwiches, wraps and salads. Enjoy.,Keep refrigerated. May have been previously frozen. Okay to refreeze.",Contains: wheat. Manufactured in a facility that processes tree nuts.,,,,,,,,,,,,
"Upton's Naturals Hot Dog Links, Vegan, Updog",,$6.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d9da3e83-d5cf-45fd-aea3-5ae5d679f80d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2bdfb6f6-3c55-4cb8-b0b7-7442d168ac88.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c9fa10b-022b-4f35-beff-6d9f91968340.png 4x",It's got snap! Certified plant based.,"Water, Vital Wheat Gluten, Canola Oil Wheat Flour, Apple Cider Vinegar, Sea Salt, Paprika, Onion, Potassium Chloride, Spices, Garlic, Calcium Alginate, Natural Hickory Smoke Concentrate, Ground Mustard, Konjac, Ground Celery Seed.","Grill or cook on stovetop 5-6 mins turning occasionally, until heated through. Steam 8-10 mins. Microwave (if you must) 25 seconds. Boiling not recommended you'll lose our signature snap.,Storage & Cooking Instructions: Keep refrigerated.,Enjoy within 5 days of opening. From frozen, run package under water, or thaw in refrigerator for 24 hours.",Contains wheat. May contain soy.,,,,,,,,,,,,
Hodo Organic Chinese 5 Spice Nuggets,,$8.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aeebb404-1d11-4a4f-b12e-7dd1afadb01a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae16b86a-84df-4092-b663-d600880b2558.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c3719d3-44e0-4ce0-94e8-53c6f1c13659.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_de2271f2-427c-4cac-81e0-0b7b7c594761.png 4x","Grab your fork and thank your lucky stars: our nuggets are pure heaven. To make them, we cut our protein-packed organic firm tofu into bite-sized pieces and fry them up for a chewy texture. Then we slow-cook them in an authentic Chinese five-spice blend that infuses them with bold flavor and just a hint of smoky sweetness. And more delicious news: these nuggets are ready to eat anytime.,Equally delicious hot or cold, toss into a salad, stir fry or grill with some veggies, mix with noodles and caramelized chili sauce.,For more recipes visit hodofoods.com/recipes.","Organic Hodo Tofu Nuggets* (Hodo Tofu (water, soybeans*), calcium sulfate), soybean oil*). Braised in 5-spice broth: Water, apple juice*, tamari* (water, soybean*, salt, alcohol*), brown sugar*, 5-spice blend* (star anise*, black pepper*, fennel seed*, cinnamon*, cloves*).,*Organic","Ready to Eat: Eat cold or hot. Stir fry with veggies. Toss into a salad.,Perishable. Keep refrigerated.,Consume within 3 days of opening package.",Contains Soybeans.,Gluten Free,,,,,,,,,,,
House Foods Organic Medium Firm Tofu,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_59a959a8-2b45-40d0-8957-d611c7c8768a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_037528ad-daa7-46b2-848e-f5a16ba0a650.png 4x",Protein from soybeans. No preservatives. Certified gluten-free. USDA Organic. Certified Organic by QAI. Non GMO Project verified. nongmoproject.org. How firm is medium firm? 3. I'm medium firm and love to mingle. Cook up happiness. www.house-foods.com. Made with US soybeans.,"Water, Organic Soybeans, Calcium Sulfate",Perishable. Keep refrigerated. Store in water.,,,,,,,,,,,,,
"Good Catch Tuna, Plant-Based, Mediterranean",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b5ae483f-449b-4caf-be06-cf7072def842.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_81ea4c3d-1461-4d4c-9c9e-71c018f67f2e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b69ebda1-3050-43d7-be32-0d5010d11f88.png 4x","Plant made. Chef mastered. Here's the deal. We're passionate about great-tasting food and showing our planet some respect. Our mission is to make plant-based products that give you the taste and texture of seafood without giving you anxiety about mercury and overfishing. And, we developed a lot of great recipes using our products, so check them out on the Good Catch website. - Chad & Derek Sarno, Founding Chefs.","Water, Good Catch 6-plant Protein Blend (pea Protein Isolate, Soy Protein Concentrate, Chickpea Flour, Lentil Protein, Faba Protein, Navy Bean Flour), Dehydrated Red Bell Pepper, Lemon Peel, Algal Oil*, Citric Acid, Lemon Juice, Sea Salt, Sunflower Oil, Dehydrated Onions, Olive Oil, Seaweed Powder (seaweed, Salt), Spice, Chili Pepper, Tomato Concentrate, Yeast Extract (yeast, Salt), Garlic Powder, Soy Lecithin.","Store in cool, dry place.,To open pouch tear at the notch.,Once opened, consume immediately.",Contains soy,,,,,,,,,,,,
"Foodies Pumfu, The Original",,$7.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_194c8bc5-4486-4cfd-b7c8-5433e096ad14.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4815bea7-5b83-4efa-a7d4-6afde043e98d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fe82269b-8152-4c22-9b0a-7d9220386b9f.png 4x","Est. 2007. Incredibly versatile! Stir-fry, BBQ, breakfast scramble and so much more! Can be marinated, grilled, sauteed, baked, or even air fried! Ready to eat or cook. Pre-pressed (less excess water). Pumfu is minimally processed and appearances may vary. Different shades of green. brown and white specks and oil separation are all normal. What is Pumfu? What is Pumfu? A game changing, plant-based protein, made from organic pumpkin seeds. Pumfu is an amazing alternative to. Meat, tofu, eggs. Cheese and more! It has a mild nutty taste, a firm texture and it takes on flavor easily. Enjoy! Our Mission. We are committed to making high quality, delicious vegan products. This is our passion. No soy, no gluten and nothing artificial. We're all about clean ingredients and simple processing. Made with love from our family to yours. Woman owned. Family business.,• Organic,• Keto,• Plant-Based,• Gluten Free,• Soy Free,• Vegan,• Kosher",Organic Pumpkin Seeds And Filtered Water,"Perishable. Keep refrigerated.,Use within 5 days of opening or freeze.",Do not use if seal is broken.,"Gluten Free,Soy Free",,,,,,,,,,,
"Field Roast Deli Slices, Lentil & Sage, Plant-Based",,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_923a9f6b-769c-41d7-9749-03911f3700bd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4dcea295-e721-459a-92aa-20b4613d8c52.png 4x","Discover a world of flavor. Ready to eat. A taste as bold as you. Our lentil & sage plant-based deli slices introduce the complex flavors of lentils, fresh garlic and rubbed sage to your sandwich, salad or appetizer. They’re a satisfying deli option with a balanced flavor profile. Crafted with lentils, zesty lemon juice, and fragrant herbs & spices. Carbon Zero (Learn more about our commitment to carbon neutrality: fieldroast.com/carbonneutral). Made by a carbon neutral company.","Filtered Water, Vital Wheat Gluten, Expeller Pressed Safflower Oil, Barley Malt Extract, Yeast Extract (yeast, Salt, Cane Sugar), Garlic, Dehydrated Garlic, Onion Powder, Wheat Flour, Lentils, Sea Salt, Cultured Cane Sugar, Vinegar, Carrots, Organic Wheat Flakes, Lemon Juice Concentrate, Yellow Pea Flour, Spices.","Serve & Savor: Prepare Hot: Perfect in melt sandwiches (Reubens, paninis, grilled cheese with our Chao plant-based cheese), quesadillas and stir-fries. Eat Cold: Delicious in cold sandwiches, wraps and salads. Enjoy.,Keep refrigerated. May have been previously frozen. Okay to refreeze.",Contains: wheat manufactured in a facility that processes tree nuts.,,,,,,,,,,,,
"Everything Legendary Ground, Lightly Seasoned, Plant Based",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4d0eb891-7c40-4074-8ea1-dede8187ee91.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_98616c51-261f-4ec9-989e-711f5d5e456a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_36f21c60-feb7-4b08-82de-baaf6424e6be.png 4x","New. Plant based. Legendary taste! Taste is everything. Everything you've ever wanted in a plant based ground. For Everything you can think of. Mildly seasoned and perfect for: plant-based burgers, balls, loaves, tacos - create new recipes with our better-than-beef alternative.,• Plant-Based,• Gluten Free,• Soy Free,• No Preservatives/No Artificial Preservatives","Water, Pea Protein, Expeller-pressed Coconut Oil, Canola Oil, Seasoning Blend (potato Starch, Nutritional Yeast, Garlic Powder, Garlic Salt, Hemp Protein Powder, Cultured Dextrose, Beet Powder (color), Spices, Basil, Lemon Oil), Pepper Sauce (cane Vinegar, Onions, Sugar, Tomato Paste, Sea Salt, Peppers, Raisins, Ginger, Mango Concentrate, Cloves, Thyme, Garlic, Black Pepper, Orange Peel), Vegetable Broth (yeast Extract, Water, Salt, Vegetable Juice (onion, Celeriac), Organic Cane Sugar, Canola Oil, Natural Flavor, Organic Molasses, Organic Caramel Color, Onion Powder, Garlic Powder, Xanthan Gum), Contains Less Than 2% Of Apple Cider Vinegar, Methylcellulose, Iron (ferrous Sulfate), Natural Flavor.","Recommended Cooking Instructions: Cook from thawed, use within 3 days of opening. Refreezing not recommended. Cook time may vary depending on equipment, always cook to an internal temperature of 165 F. For Your Favorite Tacos, Pasta, or Chili Dishes: Heat nonstick pan over medium high heat. Add cooking spray or vegan butter. Add Everything Legendary mildly seasoned ground. Cook for about 5-8 minutes. Stir frequently to break up to ideal crumble size. Perfectly seasoned, so just add your favorite sauce or topping. Burgers: Preheat grill or non-stick pan to medium heat. Coat pan with cooking spray or vegan butter. Cook patty 3 minutes per side or until internal temperature reaches 165 F.,Perishable: Keep refrigerated.",Contains: coconut,,,,,,,,,,,,
Franklin Farms Firm Tofu,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70d7ac4b-8af4-4cfe-8d2f-2686b66e711b.png 4x,Plant based.,"Water, Non-gmo Soybeans, Calcium Sulfate, Glucono Delta-lactone.",Keep refrigerated.,,,,,,,,,,,,,
"House Foods Tofu, Premium, Medium Firm",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ddc571bd-6163-433b-ad32-65638a8f2d4a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_63df126c-9637-4c78-a959-822f5a446db4.png 4x",Pasteurized with double cooling system for premium quality. Cook up happiness. Delicious in soups in lasagnas! How firm is medium firm? 3. Non GMO Project verified. nongmoproject.org. Certified gluten free. No preservatives. www.house-foods.com. Made with US soybeans.,"Water, Soybeans, Calcium Sulfate.",Perishable. Keep refrigerated. Store in water.,,,,,,,,,,,,,
"Urban Accents Veggie Meatless Mix, Ground, Korean BBQ",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_98563085-aaf9-42f6-abb8-348b58512615.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_19c37cf3-59fe-4e86-a753-2f53d1d3b3de.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5272a3d1-f1c4-4dcd-9d9b-5297268ceea1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9313763f-763a-4dea-b430-7f3a276eea60.png 4x","Plant based. Sweet black garlic. Natural flavors. 8 g plant protein per serving. Gluten free. Vegetarian friendly. Makes approx 6 wraps. Ready in 15 minutes. Replaces 1 lb ground meat. Your culinary wingman. Feel good ingredients. urbanaccents.com. Facebook. Instagram. Pinterest. For videos, recipes and other good stuff visit urbanaccents.com. Product of USA.","Textured Soy Flour, Sesame Seeds, Brown Sugar, Turbinado Sugar, Dehydrated Garlic & Onion, White Sugar, Sea Salt, Spices, Yeast Extract, Tamari Soy Sauce Powder (soy Sauce [soybeans, Salt], Maltodextrin, Salt), Toasted Sesame Oil, Natural Flavors, Black Garlic","Korean Lettuce Wraps: Soy-based meatless crumbles, blended in small batches with our custom spices, create flavorful vegetarian lettuce wraps. You Will Need: 1. Combine contents of pouch with water. Let sit for 5 min. 2. Heat oil in a pan. Saute onion until softened. 3. Stir in meatless mix, cook for 4-6 min or until brown. 4. Add soy sauce and saute for 1 min. Serve on lettuce leaves. Microwave Directions: In a microwave safe bowl, mix water & pouch contents. Let sit for 5 minutes. Mix in oil and onion. Cover bowl and heat on high for 5 min. Stir in soy sauce & heat for another min. Serve on lettuce leaves. Kick it up! Garnish with shredded carrots, cilantro and sliced scallions.,Store rehydrated meatless mix in refrigerator up to 5-7 days.",Contains: soy and sesame seeds.,,,,,,,,,,,,
"Plant Boss Plant Burger Mix, Organic",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_59ef1c5c-3eca-4bc0-8d6b-f465d54ee6fa.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c2ad5772-b19e-46fa-bba6-e87028b6fafe.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e66977dd-e34a-44b6-a6ad-8f59ee227e14.png 4x","Meatless crumbles. Behold the power of plant-based foods: to satisfy our hunger, nourish our bodies and safeguard our planet. Plant Boss meals are proof. Crafted with meatless crumbles made from organic yellow peas grown in North America, 10,000% meat-free and overflowing with amazing flavor. Plant Boss Plant burger mix features organic meatless crumbles blended with organic seasonings, including onion, smoked paprika and black pepper. Simply combine with water and a little oil, shape and customize the way you like for the ultimate plant-based burgers.,• Kosher,• Organic,• Gluten Free,• Soy Free,• Vegan,• Plant-Based","Organic Textured Pea Protein, Organic Pea Protein, Organic Onion, Organic Garlic, Organic Chili Pepper, Organic Psyllium Husk, Sea Salt, Organic Smoked Paprika Organic Cocoa Powder (processed With Alkali), Organic Mushroom, Organic Rice Concentrate, Organic Black Pepper, Organic Yeast Extract.","You Will Need: 2 tbsp. oil (sunflower, vegetable, canola, etc.) 3/4 cups hot water. 12-inch skillet. Countdown to Wow: 5. Stir seasoned crumbles into water. Cover and let soak 5 minutes. 4. Remove cover and stir thoroughly. 3. Prepare three patties: firmly press 1/3 of the crumbles mix between your hands into a ball, flatten and firmly shape into a patty. (Do not roll between your hands). 1. Let cool for 5 minutes.,Open here.",,,,,,,,,,,,,
